date,team,opponent,is_home,xg,xgot,xa,possession_pct,total_shots,shots_on_target,shots_off_target,blocked_shots,shots_inside_box,shots_outside_box,big_chances,corners,passes,long_passes,final_third_passes,crosses,fouls,tackles,duels_won,clearances,interceptions,goalkeeper_saves,xgot_faced,goals_prevented,pass_accuracy
2024-03-22,Czechia,Norway,1,1.07,,,62.0,9.0,3.0,5.0,1.0,,,,4.0,537.0,,,,13.0,,,,,3.0,,,84.35754189944134
2023-01-22,D R Congo,Senegal,1,,,,51.0,15.0,5.0,8.0,2.0,,,,8.0,349.0,,,,16.0,,,,,4.0,,,72.49283667621776
2024-06-06,D R Congo,Senegal,1,,,,52.0,10.0,5.0,5.0,0.0,,,,2.0,,,,,11.0,,,,,1.0,,,
2025-09-09,D R Congo,Senegal,1,,,,48.0,7.0,4.0,3.0,,,,,5.0,,,,,12.0,,,,,3.0,,,
2025-12-27,D R Congo,Senegal,1,2.01,1.53,0.72,64.0,11.0,3.0,6.0,2.0,7.0,4.0,3.0,5.0,506.0,47.0,156.0,21.0,18.0,14.0,46.0,14.0,7.0,2.0,1.5,0.5,86.7588932806324
2022-06-03,Denmark,France,1,,,,58.0,18.0,6.0,7.0,5.0,,,,2.0,710.0,,,,8.0,,,,,3.0,,,91.40845070422536
2022-09-25,Denmark,France,1,,,,49.0,17.0,8.0,3.0,6.0,,,,13.0,474.0,,,,9.0,,,,,7.0,,,86.70886075949366
2022-11-26,Denmark,France,1,,,,49.0,21.0,6.0,8.0,7.0,,,,6.0,503.0,,,,4.0,,,,,1.0,,,86.87872763419483
2024-06-08,Denmark,Norway,1,1.02,,,39.0,11.0,6.0,2.0,3.0,,,,4.0,446.0,,,,9.0,,,,,2.0,,,86.99551569506725
2022-11-12,Ecuador,Iraq,1,,,,74.0,12.0,4.0,5.0,3.0,,,,13.0,537.0,,,,21.0,,,,,1.0,,,86.59217877094973
2022-11-29,Ecuador,Senegal,1,,,,61.0,8.0,4.0,3.0,1.0,,,,3.0,432.0,,,,23.0,,,,,3.0,,,81.71296296296296
2022-02-06,Egypt,Senegal,1,,,,57.0,13.0,8.0,5.0,0.0,,,,3.0,535.0,,,,23.0,,,,,3.0,,,81.30841121495327
2022-03-25,Egypt,Senegal,1,,,,45.0,6.0,2.0,4.0,,,,,4.0,,,,,,,,,,1.0,,,
2022-03-29,Egypt,Senegal,1,,,,59.0,26.0,10.0,16.0,,,,,10.0,,,,,,,,,,1.0,,,
2022-12-04,England,Senegal,1,,,,61.0,8.0,4.0,4.0,0.0,,,,3.0,597.0,,,,16.0,,,,,2.0,,,87.60469011725294
2022-12-10,England,France,1,,,,57.0,14.0,6.0,4.0,4.0,,,,5.0,508.0,,,,10.0,,,,,3.0,,,89.1732283464567
2025-06-10,England,Senegal,1,1.38,1.8,0.81,61.0,9.0,4.0,4.0,1.0,6.0,1.0,3.0,5.0,556.0,35.0,89.0,12.0,12.0,11.0,41.0,19.0,4.0,6.0,2.82,-0.18,91.72661870503596
2022-01-30,Equatorial Guinea,Senegal,1,,,,44.0,11.0,5.0,4.0,2.0,,,,4.0,315.0,,,,23.0,,,,,1.0,,,78.41269841269842
2025-06-09,Estonia,Norway,1,0.23,0.2,0.16,38.0,7.0,2.0,2.0,3.0,3.0,4.0,0.0,2.0,355.0,53.0,75.0,14.0,7.0,12.0,43.0,22.0,16.0,2.0,1.09,0.09,82.25352112676056
2025-11-13,Estonia,Norway,1,2.03,3.49,2.06,68.0,18.0,7.0,5.0,6.0,15.0,3.0,6.0,8.0,661.0,29.0,192.0,28.0,9.0,10.0,56.0,14.0,3.0,2.0,1.25,0.25,90.92284417549168
2021-07-16,Eswatini,Senegal,1,,,,54.0,12.0,10.0,2.0,,,,,3.0,,,,,,,,,,2.0,,,
2022-07-13,Eswatini,Senegal,1,,,,51.0,7.0,6.0,1.0,,,,,0.0,,,,,,,,,,3.0,,,
2023-11-16,Faroe Islands,Norway,1,,,,68.0,18.0,8.0,7.0,3.0,,,,8.0,723.0,,,,6.0,,,,,0.0,,,88.38174273858921
2021-09-07,Finland,France,1,,,,64.0,20.0,5.0,9.0,6.0,,,,9.0,766.0,,,,7.0,,,,,0.0,,,93.86422976501305
2021-11-16,Finland,France,1,,,,46.0,8.0,1.0,5.0,2.0,,,,6.0,503.0,,,,3.0,,,,,3.0,,,83.49900596421472
2022-11-20,Finland,Norway,1,,,,55.0,15.0,7.0,2.0,6.0,,,,5.0,589.0,,,,9.0,,,,,2.0,,,85.73853989813243
2025-09-04,Finland,Norway,1,1.72,1.25,1.33,57.0,14.0,2.0,6.0,6.0,11.0,3.0,2.0,9.0,569.0,42.0,228.0,30.0,13.0,7.0,35.0,6.0,3.0,1.0,0.03,0.03,92.09138840070298
2021-03-24,France,Ukraine,1,,,,62.0,18.0,3.0,9.0,6.0,,,,12.0,829.0,,,,17.0,,,,,0.0,,,90.83232810615199
2021-03-28,France,Kazakhstan,1,,,,36.0,3.0,0.0,2.0,1.0,,,,0.0,418.0,,,,13.0,,,,,7.0,,,82.05741626794259
2021-03-31,France,Bosnia Herzegovina,0,,,,56.0,13.0,2.0,7.0,4.0,,,,8.0,558.0,,,,10.0,,,,,2.0,,,87.99283154121864
2021-06-02,France,Wales,1,,,,70.0,23.0,12.0,4.0,7.0,,,,9.0,836.0,,,,13.0,,,,,2.0,,,0.0
2021-06-08,France,Bulgaria,0,,,,37.0,1.0,0.0,1.0,0.0,,,,2.0,290.0,,,,8.0,,,,,7.0,,,76.89655172413794
2021-06-15,France,Germany,1,,,,41.0,4.0,1.0,2.0,1.0,,,,3.0,438.0,,,,7.0,,,,,1.0,,,84.70319634703196
2021-06-19,France,Hungary,1,,,,39.0,5.0,3.0,1.0,1.0,,,,1.0,347.0,,,,17.0,,,,,3.0,,,80.69164265129683
2021-06-23,France,Portugal,1,,,,49.0,10.0,5.0,5.0,0.0,,,,0.0,552.0,,,,9.0,,,,,3.0,,,90.57971014492753
2021-06-28,France,Switzerland,1,,,,53.0,26.0,8.0,13.0,5.0,,,,8.0,681.0,,,,14.0,,,,,2.0,,,88.39941262848751
2021-09-01,France,Bosnia Herzegovina,0,,,,44.0,6.0,2.0,4.0,0.0,,,,6.0,506.0,,,,6.0,,,,,0.0,,,84.38735177865613
2021-09-04,France,Ukraine,1,,,,42.0,9.0,3.0,6.0,0.0,,,,3.0,417.0,,,,9.0,,,,,4.0,,,87.76978417266187
2021-09-07,France,Finland,0,,,,36.0,3.0,0.0,1.0,2.0,,,,4.0,426.0,,,,10.0,,,,,3.0,,,86.3849765258216
2021-10-07,France,Belgium,0,,,,52.0,16.0,6.0,7.0,3.0,,,,2.0,636.0,,,,6.0,,,,,4.0,,,90.72327044025157
2021-10-10,France,Spain,1,,,,60.0,12.0,4.0,4.0,4.0,,,,7.0,632.0,,,,11.0,,,,,3.0,,,84.81012658227847
2021-11-13,France,Kazakhstan,1,,,,66.0,20.0,14.0,3.0,3.0,,,,6.0,719.0,,,,13.0,,,,,3.0,,,92.07232267037551
2021-11-16,France,Finland,0,,,,54.0,8.0,5.0,3.0,0.0,,,,1.0,553.0,,,,4.0,,,,,1.0,,,86.98010849909585
2022-03-25,France,Cote d Ivoire,1,,,,52.0,13.0,6.0,4.0,3.0,,,,6.0,531.0,,,,16.0,,,,,3.0,,,87.75894538606404
2022-03-29,France,South Africa,1,,,,59.0,27.0,16.0,10.0,1.0,,,,6.0,700.0,,,,15.0,,,,,1.0,,,90.85714285714286
2022-06-03,France,Denmark,0,,,,42.0,8.0,5.0,3.0,0.0,,,,2.0,457.0,,,,8.0,,,,,5.0,,,84.24507658643327
2022-06-06,France,Croatia,0,,,,50.0,7.0,5.0,1.0,1.0,,,,6.0,595.0,,,,8.0,,,,,4.0,,,89.41176470588236
2022-06-10,France,Austria,0,,,,65.0,15.0,7.0,4.0,4.0,,,,10.0,676.0,,,,6.0,,,,,3.0,,,89.79289940828401
2022-06-13,France,Croatia,0,,,,48.0,4.0,3.0,0.0,1.0,,,,3.0,538.0,,,,10.0,,,,,5.0,,,89.77695167286245
2022-09-22,France,Austria,0,,,,41.0,4.0,0.0,1.0,3.0,,,,1.0,450.0,,,,14.0,,,,,4.0,,,82.88888888888889
2022-09-25,France,Denmark,0,,,,51.0,17.0,7.0,5.0,5.0,,,,11.0,540.0,,,,6.0,,,,,6.0,,,85.0
2022-11-22,France,Australia,0,,,,38.0,4.0,1.0,3.0,0.0,,,,1.0,466.0,,,,11.0,,,,,3.0,,,85.62231759656652
2022-11-26,France,Denmark,0,,,,51.0,10.0,2.0,6.0,2.0,,,,4.0,537.0,,,,9.0,,,,,4.0,,,88.08193668528864
2022-11-30,France,Tunisia,1,,,,34.0,5.0,3.0,2.0,0.0,,,,7.0,328.0,,,,14.0,,,,,3.0,,,81.09756097560977
2022-12-04,France,Poland,1,,,,55.0,16.0,7.0,7.0,2.0,,,,7.0,540.0,,,,10.0,,,,,2.0,,,89.07407407407408
2022-12-10,France,England,0,,,,43.0,9.0,5.0,3.0,1.0,,,,2.0,369.0,,,,14.0,,,,,5.0,,,84.01084010840108
2022-12-14,France,Morocco,1,,,,39.0,14.0,2.0,8.0,4.0,,,,2.0,358.0,,,,11.0,,,,,1.0,,,85.75418994413407
2022-12-18,France,Argentina,0,,,,46.0,10.0,5.0,3.0,2.0,,,,5.0,516.0,,,,19.0,,,,,6.0,,,81.2015503875969
2023-03-24,France,Netherlands,1,1.71,,,45.0,12.0,8.0,3.0,1.0,,,,3.0,259.0,,,,12.0,,,,,5.0,,,91.8918918918919
2023-03-27,France,Ireland,1,0.51,,,39.0,11.0,2.0,3.0,6.0,,,,8.0,358.0,,,,18.0,,,,,2.0,,,80.72625698324022
2023-06-16,France,Gibraltar,1,0.05,,,29.0,3.0,0.0,3.0,0.0,,,,2.0,191.0,,,,4.0,,,,,6.0,,,64.3979057591623
2023-06-19,France,Greece,1,2.28,,,59.0,19.0,5.0,7.0,7.0,,,,4.0,706.0,,,,9.0,,,,,2.0,,,90.79320113314448
2023-09-07,France,Ireland,1,1.87,,,65.0,25.0,5.0,10.0,10.0,,,,6.0,771.0,,,,11.0,,,,,2.0,,,91.05058365758755
2023-09-12,France,Germany,1,,,,50.0,6.0,2.0,2.0,2.0,,,,0.0,581.0,,,,12.0,,,,,5.0,,,86.57487091222032
2023-10-13,France,Netherlands,1,0.63,,,45.0,8.0,4.0,3.0,1.0,,,,2.0,484.0,,,,14.0,,,,,5.0,,,85.9504132231405
2023-10-17,France,Scotland,1,,,,54.0,17.0,8.0,5.0,4.0,,,,2.0,,,,,13.0,,,,,3.0,,,
2023-11-18,France,Gibraltar,1,6.59,,,66.0,39.0,19.0,14.0,6.0,,,,7.0,633.0,,,,10.0,,,,,0.0,,,91.78515007898895
2023-11-21,France,Greece,1,0.47,,,38.0,8.0,2.0,3.0,3.0,,,,2.0,348.0,,,,5.0,,,,,5.0,,,84.48275862068965
2024-03-23,France,Germany,1,0.83,,,44.0,10.0,2.0,8.0,0.0,,,,2.0,503.0,,,,8.0,,,,,4.0,,,87.47514910536779
2024-03-26,France,Chile,0,0.74,,,44.0,9.0,4.0,3.0,2.0,,,,4.0,448.0,,,,14.0,,,,,1.0,,,90.17857142857143
2024-06-05,France,Luxembourg,1,1.6,,,53.0,22.0,7.0,9.0,6.0,,,,10.0,634.0,,,,6.0,,,,,1.0,,,89.90536277602523
2024-06-09,France,Canada,0,0.4,,,50.0,8.0,0.0,4.0,4.0,,,,1.0,524.0,,,,7.0,,,,,4.0,,,88.74045801526718
2024-06-17,France,Austria,0,2.09,,,49.0,14.0,3.0,6.0,5.0,,,,2.0,492.0,,,,10.0,,,,,3.0,,,85.36585365853658
2024-06-21,France,Netherlands,1,0.39,,,42.0,8.0,4.0,0.0,4.0,,,,3.0,397.0,,,,13.0,,,,,3.0,,,89.16876574307305
2024-06-25,France,Poland,1,2.41,,,56.0,19.0,8.0,3.0,8.0,,,,11.0,552.0,,,,12.0,,,,,2.0,,,89.67391304347827
2024-07-01,France,Belgium,0,0.26,,,48.0,6.0,2.0,0.0,4.0,,,,2.0,495.0,,,,10.0,,,,,1.0,,,89.0909090909091
2024-07-05,France,Portugal,1,1.68,,,63.0,15.0,4.0,5.0,6.0,,,,11.0,878.0,,,,8.0,,,,,5.0,,,93.96355353075171
2024-07-09,France,Spain,1,0.62,,,58.0,6.0,2.0,2.0,2.0,,,,4.0,513.0,,,,9.0,,,,,2.0,,,88.88888888888889
2024-09-06,France,Italy,1,0.79,,,51.0,11.0,3.0,4.0,4.0,,,,2.0,603.0,,,,12.0,,,,,3.0,,,88.22553897180762
2024-09-09,France,Belgium,0,0.82,,,55.0,9.0,4.0,4.0,1.0,,,,7.0,507.0,,,,10.0,,,,,7.0,,,89.3491124260355
2024-10-10,France,Israel,1,0.09,,,32.0,1.0,1.0,0.0,0.0,,,,0.0,334.0,,,,8.0,,,,8.0,1.0,,,82.03592814371258
2024-10-14,France,Belgium,0,1.49,,,54.0,14.0,4.0,6.0,4.0,,,,4.0,433.0,,,,14.0,,,,9.0,6.0,,,87.29792147806005
2024-11-14,France,Israel,1,2.22,,,70.0,24.0,8.0,9.0,7.0,17.0,7.0,4.0,8.0,745.0,,350.0,30.0,9.0,23.0,,0.0,7.0,1.0,,,90.33557046979865
2024-11-17,France,Italy,1,0.66,,,54.0,10.0,4.0,4.0,2.0,6.0,4.0,1.0,3.0,567.0,,164.0,23.0,20.0,21.0,,10.0,6.0,1.0,,,87.83068783068782
2025-03-20,France,Croatia,0,1.49,1.33,1.53,62.0,16.0,6.0,6.0,4.0,13.0,3.0,1.0,9.0,597.0,36.0,183.0,26.0,12.0,18.0,50.0,15.0,4.0,2.0,2.28,0.28,88.60971524288107
2025-03-23,France,Croatia,0,0.18,0.0,0.19,38.0,5.0,0.0,2.0,3.0,2.0,3.0,0.0,0.0,557.0,63.0,79.0,7.0,24.0,34.0,64.0,40.0,14.0,6.0,1.77,-0.23,81.86714542190305
2025-06-05,France,Spain,1,2.91,3.27,1.33,43.0,16.0,8.0,0.0,8.0,15.0,1.0,5.0,4.0,393.0,43.0,71.0,7.0,17.0,24.0,44.0,13.0,6.0,5.0,2.91,-0.09,82.44274809160305
2025-06-08,France,Germany,1,2.55,1.59,2.11,56.0,20.0,6.0,7.0,7.0,16.0,4.0,4.0,9.0,484.0,25.0,151.0,27.0,11.0,18.0,38.0,12.0,11.0,7.0,3.26,1.26,90.08264462809917
2025-09-05,France,Ukraine,1,1.34,0.33,0.42,44.0,8.0,3.0,4.0,1.0,6.0,2.0,4.0,4.0,409.0,43.0,74.0,16.0,10.0,20.0,38.0,19.0,6.0,4.0,2.94,0.94,86.3080684596577
2025-09-09,France,Iceland,1,3.0,3.03,2.11,63.0,20.0,8.0,8.0,4.0,13.0,7.0,7.0,3.0,623.0,48.0,269.0,17.0,12.0,14.0,44.0,7.0,3.0,1.0,0.42,-0.58,89.8876404494382
2025-10-10,France,Azerbaijan,0,0.04,0.0,0.07,23.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,222.0,58.0,34.0,3.0,14.0,27.0,49.0,35.0,8.0,6.0,2.14,-0.86,66.66666666666666
2025-10-13,France,Iceland,1,1.11,1.71,0.4,30.0,4.0,2.0,1.0,1.0,4.0,0.0,3.0,0.0,317.0,48.0,56.0,4.0,16.0,13.0,41.0,49.0,10.0,6.0,2.6,0.6,77.91798107255521
2025-11-13,France,Ukraine,1,3.81,4.43,2.72,71.0,25.0,10.0,8.0,7.0,11.0,14.0,8.0,7.0,718.0,27.0,325.0,13.0,9.0,10.0,40.0,8.0,8.0,0.0,0.0,0.0,92.33983286908078
2025-11-16,France,Azerbaijan,0,2.7,2.09,3.63,74.0,17.0,4.0,5.0,8.0,12.0,5.0,6.0,8.0,610.0,37.0,195.0,23.0,12.0,18.0,57.0,9.0,7.0,0.0,0.16,-0.84,90.0
2026-06-16,France,Senegal,1,1.78,2.06,1.53,53.0,11.0,8.0,1.0,2.0,7.0,4.0,4.0,6.0,575.0,46.0,123.0,9.0,5.0,19.0,43.0,14.0,7.0,2.0,0.17,-0.83,87.82608695652175
2024-03-22,Gabon,Senegal,1,,,,64.0,9.0,3.0,6.0,,,,,8.0,,,,,,,,,,0.0,,,
2024-01-15,Gambia,Senegal,1,1.35,,,69.0,14.0,6.0,8.0,,,,,6.0,,,,,17.0,,,,,2.0,,,
2023-03-28,Georgia,Norway,1,1.26,,,38.0,15.0,3.0,5.0,7.0,,,,3.0,357.0,,,,6.0,,,,,4.0,,,78.15126050420169
2023-09-12,Georgia,Norway,1,0.82,,,63.0,16.0,4.0,7.0,5.0,,,,6.0,670.0,,,,5.0,,,,,1.0,,,90.44776119402985
2021-06-15,Germany,France,0,,,,59.0,10.0,1.0,6.0,3.0,,,,5.0,725.0,,,,10.0,,,,,0.0,,,88.96551724137932
2023-09-12,Germany,France,0,,,,50.0,11.0,6.0,4.0,1.0,,,,5.0,561.0,,,,11.0,,,,,0.0,,,91.0873440285205
2024-03-23,Germany,France,0,1.13,,,56.0,15.0,6.0,6.0,3.0,,,,5.0,693.0,,,,10.0,,,,,2.0,,,89.8989898989899
2025-06-08,Germany,France,0,2.35,3.26,1.0,44.0,16.0,9.0,5.0,2.0,13.0,3.0,1.0,6.0,389.0,50.0,95.0,11.0,7.0,17.0,42.0,26.0,7.0,6.0,1.59,1.59,85.34704370179949
2021-03-24,Gibraltar,Norway,1,,,,23.0,1.0,0.0,0.0,1.0,,,,1.0,144.0,,,,15.0,,,,,10.0,,,56.25
2021-09-07,Gibraltar,Norway,1,,,,67.0,43.0,14.0,16.0,13.0,,,,12.0,622.0,,,,5.0,,,,,1.0,,,86.33440514469454
2023-06-16,Gibraltar,France,0,3.79,,,71.0,32.0,9.0,15.0,8.0,,,,11.0,849.0,,,,6.0,,,,,0.0,,,91.28386336866903
2023-11-18,Gibraltar,France,0,0.0,,,34.0,0.0,0.0,0.0,0.0,,,,0.0,248.0,,,,5.0,,,,,5.0,,,71.37096774193549
2021-06-06,Greece,Norway,1,,,,53.0,11.0,5.0,2.0,4.0,,,,10.0,564.0,,,,18.0,,,,,0.0,,,83.68794326241135
2023-06-19,Greece,France,0,0.21,,,41.0,6.0,2.0,1.0,3.0,,,,3.0,426.0,,,,10.0,,,,,4.0,,,80.75117370892019
2023-11-21,Greece,France,0,1.77,,,62.0,14.0,7.0,5.0,2.0,,,,9.0,705.0,,,,11.0,,,,,0.0,,,90.2127659574468
2022-01-14,Guinea,Senegal,1,,,,49.0,10.0,2.0,4.0,4.0,,,,7.0,237.0,,,,14.0,,,,,1.0,,,67.08860759493672
2024-01-23,Guinea,Senegal,1,0.53,,,51.0,4.0,1.0,2.0,1.0,,,,0.0,395.0,,,,16.0,,,,16.0,0.0,,,81.0126582278481
2021-06-11,Hong Kong,Iraq,1,,,,30.0,1.0,0.0,1.0,,,,,0.0,,,,,,,,,,1.0,,,
2021-06-19,Hungary,France,0,,,,61.0,15.0,4.0,9.0,2.0,,,,3.0,672.0,,,,15.0,,,,,2.0,,,89.13690476190477
2025-09-09,Iceland,France,0,0.67,0.42,0.24,37.0,7.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,366.0,53.0,94.0,7.0,13.0,22.0,49.0,34.0,6.0,6.0,3.03,1.03,81.9672131147541
2025-10-13,Iceland,France,0,1.97,2.6,1.8,70.0,20.0,9.0,8.0,3.0,13.0,7.0,5.0,9.0,717.0,41.0,252.0,44.0,12.0,6.0,42.0,13.0,9.0,0.0,1.71,-0.29,91.21338912133892
2023-11-16,Indonesia,Iraq,1,,,,69.0,7.0,5.0,2.0,0.0,,,,6.0,,,,,8.0,,,,,0.0,,,
2024-01-15,Indonesia,Iraq,1,1.16,,,34.0,8.0,1.0,5.0,2.0,,,,4.0,314.0,,,,13.0,,,,13.0,2.0,,,70.70063694267516
2024-06-06,Indonesia,Iraq,1,0.37,,,54.0,9.0,1.0,2.0,6.0,,,,8.0,389.0,,,,13.0,,,,,0.0,,,78.40616966580977
2025-10-11,Indonesia,Iraq,1,0.27,0.65,0.1,45.0,7.0,2.0,4.0,1.0,3.0,4.0,0.0,3.0,298.0,52.0,91.0,13.0,6.0,10.0,53.0,20.0,2.0,1.0,0.03,0.03,73.48993288590604
2021-06-15,Iran,Iraq,1,,,,52.0,5.0,4.0,1.0,,,,,2.0,,,,,,,,,,2.0,,,
2021-09-07,Iran,Iraq,1,,,,52.0,2.0,1.0,1.0,0.0,,,,0.0,408.0,,,,15.0,,,,,3.0,,,79.41176470588235
2022-01-27,Iran,Iraq,1,,,,57.0,21.0,9.0,10.0,2.0,,,,10.0,409.0,,,,18.0,,,,,3.0,,,80.68459657701712
2021-01-12,Iraq,United Arab Emirates,1,,,,58.0,5.0,3.0,2.0,0.0,,,,3.0,,,,,9.0,,,,,0.0,,,
2021-03-29,Iraq,Uzbekistan,1,,,,61.0,13.0,5.0,8.0,,,,,3.0,,,,,8.0,,,,,2.0,,,
2021-06-11,Iraq,Hong Kong,0,,,,70.0,13.0,2.0,11.0,,,,,14.0,,,,,,,,,,0.0,,,
2021-06-15,Iraq,Iran,0,,,,48.0,6.0,2.0,4.0,,,,,4.0,,,,,,,,,,3.0,,,
2021-09-02,Iraq,South Korea,1,,,,68.0,15.0,5.0,7.0,3.0,,,,11.0,529.0,,,,11.0,,,,,0.0,,,7.561436672967864
2021-09-07,Iraq,Iran,0,,,,48.0,12.0,6.0,4.0,2.0,,,,0.0,390.0,,,,16.0,,,,,1.0,,,79.48717948717949
2021-10-07,Iraq,Lebanon,1,,,,59.0,12.0,1.0,5.0,6.0,,,,4.0,395.0,,,,19.0,,,,,4.0,,,73.9240506329114
2021-10-12,Iraq,United Arab Emirates,1,,,,65.0,8.0,4.0,2.0,2.0,,,,2.0,608.0,,,,9.0,,,,,1.0,,,86.18421052631578
2021-11-11,Iraq,Syria,1,,,,51.0,13.0,5.0,5.0,3.0,,,,4.0,418.0,,,,19.0,,,,,2.0,,,77.75119617224881
2021-11-16,Iraq,South Korea,1,,,,34.0,6.0,2.0,2.0,2.0,,,,2.0,353.0,,,,10.0,,,,,4.0,,,75.92067988668555
2021-11-30,Iraq,Oman,1,,,,43.0,12.0,2.0,7.0,3.0,,,,3.0,304.0,,,,15.0,,,,,3.0,,,73.02631578947368
2021-12-03,Iraq,Bahrain,0,,,,46.0,12.0,6.0,2.0,4.0,,,,3.0,333.0,,,,15.0,,,,,4.0,,,74.47447447447448
2021-12-06,Iraq,Qatar,1,,,,60.0,17.0,6.0,6.0,5.0,,,,4.0,548.0,,,,9.0,,,,,4.0,,,85.40145985401459
2022-01-27,Iraq,Iran,0,,,,43.0,10.0,3.0,3.0,4.0,,,,5.0,312.0,,,,17.0,,,,,8.0,,,73.3974358974359
2022-02-01,Iraq,Lebanon,1,,,,54.0,11.0,5.0,2.0,4.0,,,,7.0,336.0,,,,9.0,,,,,2.0,,,68.45238095238095
2022-03-24,Iraq,United Arab Emirates,1,,,,39.0,10.0,1.0,7.0,2.0,,,,5.0,284.0,,,,16.0,,,,,3.0,,,69.36619718309859
2022-03-29,Iraq,Syria,1,,,,39.0,8.0,1.0,5.0,2.0,,,,3.0,269.0,,,,8.0,,,,,5.0,,,58.7360594795539
2022-11-09,Iraq,Mexico,1,,,,73.0,19.0,6.0,9.0,4.0,,,,6.0,826.0,,,,11.0,,,,,0.0,,,92.7360774818402
2022-11-12,Iraq,Ecuador,0,,,,26.0,3.0,1.0,1.0,1.0,,,,1.0,203.0,,,,10.0,,,,,4.0,,,67.98029556650246
2023-01-19,Iraq,Oman,1,,,,38.0,15.0,4.0,6.0,5.0,,,,5.0,410.0,,,,17.0,,,,,4.0,,,65.1219512195122
2023-06-16,Iraq,Colombia,0,,,,33.0,2.0,1.0,1.0,0.0,,,,2.0,,,,,11.0,,,,,0.0,,,
2023-11-16,Iraq,Indonesia,0,,,,31.0,2.0,1.0,1.0,0.0,,,,3.0,,,,,6.0,,,,,0.0,,,
2023-11-21,Iraq,Vietnam,1,,,,44.0,0.0,0.0,0.0,,,,,2.0,,,,,10.0,,,,,6.0,,,
2024-01-15,Iraq,Indonesia,0,3.34,,,66.0,15.0,5.0,8.0,2.0,,,,4.0,592.0,,,,4.0,,,,12.0,0.0,,,85.6418918918919
2024-01-19,Iraq,Japan,1,0.66,,,27.0,8.0,3.0,5.0,0.0,,,,1.0,232.0,,,,11.0,,,,11.0,1.0,,,59.48275862068966
2024-01-24,Iraq,Vietnam,1,2.6,,,63.0,22.0,4.0,11.0,7.0,,,,5.0,555.0,,,,15.0,,,,15.0,2.0,,,88.46846846846846
2024-01-29,Iraq,Jordan,1,0.49,,,57.0,14.0,5.0,6.0,3.0,,,,8.0,425.0,,,,4.0,,,,4.0,5.0,,,78.82352941176471
2024-03-21,Iraq,Philippines,1,,,,85.0,17.0,5.0,7.0,5.0,,,,7.0,,,,,2.0,,,,,0.0,,,
2024-03-26,Iraq,Philippines,1,,,,35.0,7.0,1.0,4.0,2.0,,,,2.0,,,,,7.0,,,,,2.0,,,
2024-06-06,Iraq,Indonesia,0,2.68,,,46.0,11.0,2.0,6.0,3.0,,,,3.0,324.0,,,,9.0,,,,,1.0,,,79.01234567901234
2024-06-11,Iraq,Vietnam,1,,,,61.0,13.0,9.0,4.0,,,,,3.0,,,,,16.0,,,,,3.0,,,
2024-09-05,Iraq,Oman,1,,,,47.0,7.0,3.0,4.0,0.0,,,,2.0,332.0,,,,18.0,,,,,6.0,,,84.33734939759037
2024-09-10,Iraq,Kuwait,1,,,,59.0,7.0,2.0,4.0,1.0,,,,0.0,548.0,,,,15.0,,,,,2.0,,,86.86131386861314
2024-10-10,Iraq,Palestine,1,,,,61.0,6.0,2.0,3.0,1.0,,,,7.0,546.0,,,,17.0,,,,17.0,1.0,,,85.16483516483517
2024-10-15,Iraq,South Korea,1,,,,76.0,7.0,3.0,2.0,2.0,,,,1.0,778.0,,,,7.0,,,,7.0,0.0,,,87.01799485861183
2024-11-14,Iraq,Jordan,1,,,,62.0,10.0,2.0,5.0,3.0,,,,3.0,407.0,,,,11.0,,,,11.0,4.0,,,69.04176904176904
2024-11-19,Iraq,Oman,1,,,,56.0,9.0,3.0,3.0,3.0,,,,4.0,535.0,,,,10.0,,,,10.0,2.0,,,79.81308411214954
2024-12-22,Iraq,Yemen,1,,,,76.0,19.0,4.0,15.0,,,,,10.0,,,,,15.0,,,,,0.0,,,
2024-12-25,Iraq,Bahrain,0,,,,53.0,11.0,3.0,8.0,,,,,4.0,,,,,7.0,,,,,2.0,,,
2024-12-28,Iraq,Saudi Arabia,1,,,,47.0,13.0,3.0,10.0,,,,,8.0,,,,,9.0,,,,,2.0,,,
2025-03-20,Iraq,Kuwait,1,1.22,2.16,1.3,62.0,18.0,7.0,8.0,3.0,10.0,8.0,1.0,12.0,443.0,49.0,154.0,42.0,9.0,13.0,50.0,9.0,5.0,0.0,1.81,-0.19,81.03837471783297
2025-03-25,Iraq,Palestine,1,1.72,2.1,0.45,54.0,15.0,5.0,8.0,2.0,10.0,5.0,3.0,11.0,401.0,58.0,97.0,29.0,5.0,23.0,61.0,37.0,5.0,2.0,1.36,0.36,81.79551122194513
2025-06-05,Iraq,South Korea,1,0.28,0.2,0.09,24.0,5.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,223.0,44.0,53.0,4.0,8.0,15.0,46.0,25.0,11.0,5.0,1.91,-0.09,64.12556053811659
2025-06-10,Iraq,Jordan,1,0.61,0.1,0.72,41.0,9.0,0.0,7.0,2.0,7.0,2.0,2.0,4.0,293.0,59.0,86.0,21.0,13.0,15.0,40.0,21.0,6.0,3.0,1.15,0.1,77.81569965870307
