match_id,date,team,opponent,competition_type,is_home,is_neutral,comp_type_code,goals_for,goals_against,team_elo_before,opponent_elo_before,elo_diff,team_fifa_rank_before,opponent_fifa_rank_before,fifa_rank_diff,team_fifa_points_before,opponent_fifa_points_before,fifa_points_diff,team_days_since_last_match,opponent_days_since_last_match,rest_days_diff,team_win_rate_last_5,opponent_win_rate_last_5,win_rate_last_5_diff,team_win_rate_last_10,opponent_win_rate_last_10,win_rate_last_10_diff,team_draw_rate_last_5,opponent_draw_rate_last_5,draw_rate_last_5_diff,team_draw_rate_last_10,opponent_draw_rate_last_10,draw_rate_last_10_diff,team_loss_rate_last_5,opponent_loss_rate_last_5,loss_rate_last_5_diff,team_loss_rate_last_10,opponent_loss_rate_last_10,loss_rate_last_10_diff,team_points_per_game_last_5,opponent_points_per_game_last_5,points_per_game_last_5_diff,team_points_per_game_last_10,opponent_points_per_game_last_10,points_per_game_last_10_diff,team_avg_goals_for_last_5,opponent_avg_goals_for_last_5,avg_goals_for_last_5_diff,team_avg_goals_for_last_10,opponent_avg_goals_for_last_10,avg_goals_for_last_10_diff,team_avg_goals_against_last_5,opponent_avg_goals_against_last_5,avg_goals_against_last_5_diff,team_avg_goals_against_last_10,opponent_avg_goals_against_last_10,avg_goals_against_last_10_diff,team_goal_diff_avg_last_5,opponent_goal_diff_avg_last_5,goal_diff_avg_last_5_diff,team_goal_diff_avg_last_10,opponent_goal_diff_avg_last_10,goal_diff_avg_last_10_diff,team_clean_sheet_rate_last_5,opponent_clean_sheet_rate_last_5,clean_sheet_rate_last_5_diff,team_clean_sheet_rate_last_10,opponent_clean_sheet_rate_last_10,clean_sheet_rate_last_10_diff,team_failed_to_score_rate_last_5,opponent_failed_to_score_rate_last_5,failed_to_score_rate_last_5_diff,team_failed_to_score_rate_last_10,opponent_failed_to_score_rate_last_10,failed_to_score_rate_last_10_diff,team_xg_for_last_5,opponent_xg_for_last_5,xg_for_last_5_diff,team_xg_for_last_10,opponent_xg_for_last_10,xg_for_last_10_diff,team_xg_against_last_5,opponent_xg_against_last_5,xg_against_last_5_diff,team_xg_against_last_10,opponent_xg_against_last_10,xg_against_last_10_diff,team_xgot_for_last_5,opponent_xgot_for_last_5,xgot_for_last_5_diff,team_xgot_for_last_10,opponent_xgot_for_last_10,xgot_for_last_10_diff,team_xgot_against_last_5,opponent_xgot_against_last_5,xgot_against_last_5_diff,team_xgot_against_last_10,opponent_xgot_against_last_10,xgot_against_last_10_diff,team_shots_for_last_5,opponent_shots_for_last_5,shots_for_last_5_diff,team_shots_for_last_10,opponent_shots_for_last_10,shots_for_last_10_diff,team_shots_against_last_5,opponent_shots_against_last_5,shots_against_last_5_diff,team_shots_against_last_10,opponent_shots_against_last_10,shots_against_last_10_diff,team_shots_on_target_for_last_5,opponent_shots_on_target_for_last_5,shots_on_target_for_last_5_diff,team_shots_on_target_for_last_10,opponent_shots_on_target_for_last_10,shots_on_target_for_last_10_diff,team_shots_on_target_against_last_5,opponent_shots_on_target_against_last_5,shots_on_target_against_last_5_diff,team_shots_on_target_against_last_10,opponent_shots_on_target_against_last_10,shots_on_target_against_last_10_diff,team_big_chances_for_last_5,opponent_big_chances_for_last_5,big_chances_for_last_5_diff,team_big_chances_for_last_10,opponent_big_chances_for_last_10,big_chances_for_last_10_diff,team_big_chances_against_last_5,opponent_big_chances_against_last_5,big_chances_against_last_5_diff,team_big_chances_against_last_10,opponent_big_chances_against_last_10,big_chances_against_last_10_diff,team_corners_for_last_5,opponent_corners_for_last_5,corners_for_last_5_diff,team_corners_for_last_10,opponent_corners_for_last_10,corners_for_last_10_diff,team_corners_against_last_5,opponent_corners_against_last_5,corners_against_last_5_diff,team_corners_against_last_10,opponent_corners_against_last_10,corners_against_last_10_diff,team_possession_avg_last_5,opponent_possession_avg_last_5,possession_avg_last_5_diff,team_possession_avg_last_10,opponent_possession_avg_last_10,possession_avg_last_10_diff,team_pass_accuracy_avg_last_5,opponent_pass_accuracy_avg_last_5,pass_accuracy_avg_last_5_diff,team_pass_accuracy_avg_last_10,opponent_pass_accuracy_avg_last_10,pass_accuracy_avg_last_10_diff,team_goals_prevented_last_5,opponent_goals_prevented_last_5,goals_prevented_last_5_diff,team_goals_prevented_last_10,opponent_goals_prevented_last_10,goals_prevented_last_10_diff,team_xg_diff_last_5,opponent_xg_diff_last_5,xg_diff_last_5_diff,team_xg_diff_last_10,opponent_xg_diff_last_10,xg_diff_last_10_diff,target_result,target_win
2022-06-10_AT_FR,2022-06-10,France,Austria,nations_league,0,0,2,1,1,2073.0,1759.0,314.0,3.0,,,,,,4.0,4.0,0.0,0.5,0.4444444444444444,0.05555555555555558,0.6666666666666666,0.42105263157894735,0.24561403508771928,0.25,0.1111111111111111,0.1388888888888889,0.2222222222222222,0.05263157894736842,0.1695906432748538,0.25,0.4444444444444444,-0.19444444444444442,0.1111111111111111,0.5263157894736842,-0.4152046783625731,1.75,1.4444444444444444,0.3055555555555556,2.2222222222222223,1.3157894736842106,0.9064327485380117,1.875,2.2222222222222223,-0.3472222222222223,2.611111111111111,1.894736842105263,0.7163742690058481,0.875,1.3333333333333333,-0.45833333333333326,0.8333333333333334,1.5789473684210527,-0.7456140350877193,1.0,0.8888888888888888,0.11111111111111116,1.7777777777777777,0.3157894736842105,1.461988304093567,0.375,0.2222222222222222,0.1527777777777778,0.3888888888888889,0.21052631578947367,0.17836257309941522,0.0,0.0,0.0,0.0,0.21052631578947367,-0.21052631578947367,,,,,,,,,,,,,,,,,,,,,,,,,10.75,,,13.333333333333334,,,10.25,,,9.666666666666666,,,6.5,,,6.444444444444445,,,3.625,,,3.7222222222222223,,,,,,,,,,,,,,,3.75,,,4.666666666666667,,,3.625,,,3.5,,,50.375,,,53.94444444444444,,,87.48624847825373,,,88.79830306039949,,,,,,,,,,,,,,,draw,0.0
2022-06-12_NO_SE,2022-06-12,Norway,Sweden,nations_league,1,0,2,3,2,1791.0,1780.0,11.0,41.0,,,,,,3.0,3.0,0.0,0.75,0.4,0.35,0.5555555555555556,0.4,0.15555555555555556,0.25,0.0,0.25,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6,-0.6,0.1111111111111111,0.6,-0.4888888888888889,2.5,1.2,1.3,2.0,1.2,0.8,2.125,0.8,1.325,1.8333333333333333,1.0,0.8333333333333333,0.25,1.0,-0.75,0.5555555555555556,1.0,-0.4444444444444444,1.875,-0.2,2.075,1.2777777777777777,0.0,1.2777777777777777,0.75,0.4,0.35,0.5555555555555556,0.4,0.15555555555555556,0.25,0.4,-0.15000000000000002,0.3333333333333333,0.4,-0.06666666666666671,,,,,,,,,,,,,,,,,,,,,,,,,16.625,2.4,14.225,15.5,1.2,14.3,6.625,2.6,4.025,9.61111111111111,1.3,8.31111111111111,5.75,1.6,4.15,5.111111111111111,0.8,4.311111111111111,3.5,0.6,2.9,3.111111111111111,0.3,2.8111111111111113,,,,,,,,,,,,,9.875,0.8,9.075,6.944444444444445,0.4,6.544444444444444,1.75,2.0,-0.25,3.0,1.0,2.0,61.25,7.6,53.65,54.0,3.8,50.2,87.0290160556898,15.254237288135593,71.7747787675542,81.86364162609713,7.627118644067797,74.23652298202934,,,,,,,,,,,,,win,1.0
2022-06-13_FR_HR,2022-06-13,France,Croatia,nations_league,1,0,2,0,1,2062.0,1841.0,221.0,3.0,,,,,,3.0,3.0,0.0,0.25,0.375,-0.125,0.6666666666666666,0.6111111111111112,0.05555555555555547,0.5,0.375,0.125,0.2222222222222222,0.2777777777777778,-0.05555555555555558,0.25,0.25,0.0,0.1111111111111111,0.1111111111111111,0.0,1.25,1.5,-0.25,2.2222222222222223,2.111111111111111,0.11111111111111116,1.625,0.875,0.75,2.611111111111111,2.1666666666666665,0.44444444444444464,1.125,1.25,-0.125,0.8333333333333334,0.8888888888888888,-0.05555555555555547,0.5,-0.375,0.875,1.7777777777777777,1.2777777777777777,0.5,0.125,0.25,-0.125,0.3888888888888889,0.4444444444444444,-0.055555555555555525,0.0,0.25,-0.25,0.0,0.1111111111111111,-0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,12.5,2.25,10.25,14.0,1.0,13.0,9.5,1.75,7.75,8.555555555555555,0.7777777777777778,7.777777777777778,7.0,1.25,5.75,6.888888888888889,0.5555555555555556,6.333333333333334,4.375,1.25,3.125,3.611111111111111,0.5555555555555556,3.0555555555555554,,,,,,,,,,,,,6.0,1.0,5.0,5.444444444444445,0.4444444444444444,5.0,2.875,1.5,1.375,3.5,0.6666666666666666,2.8333333333333335,53.125,12.5,40.625,56.5,5.555555555555555,50.94444444444444,88.18944620555078,22.90940766550523,65.28003854004555,89.02309364213528,10.18195896244677,78.84113467968851,,,,,,,,,,,,,loss,0.0
2022-07-13_SW_SN,2022-07-13,Senegal,Eswatini,regional_cup,0,1,5,1,1,1733.0,1306.0,427.0,20.0,,,,,,36.0,3.0,33.0,0.5454545454545454,0.2857142857142857,0.2597402597402597,0.5769230769230769,0.5,0.07692307692307687,0.2727272727272727,0.42857142857142855,-0.15584415584415584,0.34615384615384615,0.2857142857142857,0.06043956043956045,0.18181818181818182,0.2857142857142857,-0.10389610389610388,0.07692307692307693,0.21428571428571427,-0.13736263736263735,1.9090909090909092,1.2857142857142858,0.6233766233766234,2.076923076923077,1.7857142857142858,0.2912087912087913,0.9090909090909091,1.7142857142857142,-0.8051948051948051,1.3076923076923077,1.6428571428571428,-0.3351648351648351,0.36363636363636365,1.5714285714285714,-1.2077922077922079,0.38461538461538464,1.0,-0.6153846153846154,0.5454545454545454,0.14285714285714285,0.40259740259740256,0.9230769230769231,0.6428571428571429,0.2802197802197802,0.6363636363636364,0.2857142857142857,0.35064935064935066,0.6153846153846154,0.42857142857142855,0.18681318681318687,0.45454545454545453,0.0,0.45454545454545453,0.4230769230769231,0.14285714285714285,0.2802197802197802,,,,,,,,,,,,,,,,,,,,,,,,,10.636363636363637,,,11.423076923076923,,,11.0,,,9.153846153846153,,,3.909090909090909,,,3.9615384615384617,,,4.7272727272727275,,,2.923076923076923,,,,,,,,,,,,,,,4.363636363636363,,,5.423076923076923,,,3.909090909090909,,,3.9615384615384617,,,53.72727272727273,,,56.07692307692308,,,51.99837257033612,,,67.69551345755673,,,,,,,,,,,,,,,draw,0.0
2022-07-15_ZM_SN,2022-07-15,Senegal,Zambia,regional_cup,0,1,5,3,4,1716.0,1417.0,299.0,20.0,,,,,,2.0,3.0,-1.0,0.6666666666666666,0.42857142857142855,0.23809523809523808,0.625,0.3125,0.3125,0.1111111111111111,0.14285714285714285,-0.031746031746031744,0.2916666666666667,0.1875,0.10416666666666669,0.2222222222222222,0.42857142857142855,-0.20634920634920634,0.08333333333333333,0.5,-0.4166666666666667,2.111111111111111,1.4285714285714286,0.6825396825396826,2.1666666666666665,1.125,1.0416666666666665,1.2222222222222223,1.5714285714285714,-0.3492063492063491,1.4583333333333333,1.5,-0.04166666666666674,0.5555555555555556,1.7142857142857142,-1.1587301587301586,0.4583333333333333,1.6875,-1.2291666666666667,0.6666666666666666,-0.14285714285714285,0.8095238095238095,1.0,-0.1875,1.1875,0.4444444444444444,0.0,0.4444444444444444,0.5416666666666666,0.125,0.41666666666666663,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.125,0.20833333333333331,,,,,,,,,,,,,,,,,,,,,,,,,11.88888888888889,,,12.208333333333334,,,9.88888888888889,,,8.958333333333334,,,4.222222222222222,,,4.333333333333333,,,3.7777777777777777,,,3.1666666666666665,,,,,,,,,,,,,,,4.0,,,5.0,,,3.7777777777777777,,,3.4166666666666665,,,56.77777777777778,,,56.416666666666664,,,38.05851696990477,,,65.21927636520836,,,,,,,,,,,,,,,loss,0.0
2022-07-17_MZ_SN,2022-07-17,Senegal,Mozambique,regional_cup,0,1,5,1,1,1682.0,1306.0,376.0,20.0,,,,,,2.0,2.0,0.0,0.75,0.2857142857142857,0.4642857142857143,0.6818181818181818,0.26666666666666666,0.4151515151515151,0.125,0.42857142857142855,-0.30357142857142855,0.18181818181818182,0.26666666666666666,-0.08484848484848484,0.125,0.2857142857142857,-0.1607142857142857,0.13636363636363635,0.4666666666666667,-0.3303030303030303,2.375,1.2857142857142858,1.0892857142857142,2.227272727272727,1.0666666666666667,1.1606060606060604,1.75,0.5714285714285714,1.1785714285714286,1.7272727272727273,0.5333333333333333,1.1939393939393939,0.875,0.5714285714285714,0.3035714285714286,0.6818181818181818,1.0,-0.31818181818181823,0.875,0.0,0.875,1.0454545454545454,-0.4666666666666667,1.5121212121212122,0.5,0.42857142857142855,0.07142857142857145,0.45454545454545453,0.3333333333333333,0.12121212121212122,0.0,0.42857142857142855,-0.42857142857142855,0.22727272727272727,0.4666666666666667,-0.2393939393939394,,,,,,,,,,,,,,,,,,,,,,,,,13.625,,,12.409090909090908,,,11.25,,,9.0,,,5.25,,,4.590909090909091,,,4.375,,,3.6818181818181817,,,,,,,,,,,,,,,4.0,,,4.954545454545454,,,4.0,,,3.4545454545454546,,,56.0,,,53.04545454545455,,,42.81583159114287,,,59.77499394579791,,,,,,,,,,,,,,,draw,0.0
2022-09-22_FR_AT,2022-09-22,France,Austria,nations_league,1,0,2,2,0,2027.0,1760.0,267.0,3.0,,,,,,101.0,101.0,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.5555555555555556,0.42105263157894735,0.13450292397660824,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.15789473684210525,0.06432748538011696,0.4444444444444444,0.4444444444444444,0.0,0.2222222222222222,0.42105263157894735,-0.19883040935672514,0.7777777777777778,1.0,-0.2222222222222222,1.8888888888888888,1.4210526315789473,0.4678362573099415,1.2222222222222223,1.3333333333333333,-0.11111111111111094,2.388888888888889,1.7894736842105263,0.5994152046783625,1.1111111111111112,1.3333333333333333,-0.2222222222222221,0.9444444444444444,1.263157894736842,-0.3187134502923976,0.1111111111111111,0.0,0.1111111111111111,1.4444444444444444,0.5263157894736842,0.9181286549707602,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.2777777777777778,0.21052631578947367,0.06725146198830412,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.21052631578947367,-0.09941520467836257,,,,,,,,,,,,,,,,,,,,,,,,,10.555555555555555,1.1111111111111112,9.444444444444445,12.222222222222221,0.5263157894736842,11.695906432748536,11.444444444444445,3.3333333333333335,8.11111111111111,10.222222222222221,1.5789473684210527,8.643274853801168,6.222222222222222,0.8888888888888888,5.333333333333334,6.666666666666667,0.42105263157894735,6.245614035087719,4.555555555555555,1.5555555555555556,3.0,4.166666666666667,0.7368421052631579,3.429824561403509,,,,,,,,,,,,,5.333333333333333,0.6666666666666666,4.666666666666666,4.777777777777778,0.3157894736842105,4.461988304093567,3.5555555555555554,2.2222222222222223,1.333333333333333,3.8333333333333335,1.0526315789473684,2.780701754385965,52.111111111111114,7.777777777777778,44.333333333333336,54.72222222222222,3.6842105263157894,51.038011695906434,88.59005862267412,18.61861861861862,69.9714400040555,88.56895163189633,8.819345661450924,79.7496059704454,,,,,,,,,,,,,win,1.0
2022-09-23_IQ_OM,2022-09-23,Iraq,Oman,friendly,0,1,0,1,1,1564.0,1558.0,6.0,75.0,,,,,,178.0,106.0,72.0,0.3333333333333333,0.625,-0.2916666666666667,0.26666666666666666,0.42857142857142855,-0.16190476190476188,0.4444444444444444,0.375,0.06944444444444442,0.4,0.2857142857142857,0.11428571428571432,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.2857142857142857,0.047619047619047616,1.4444444444444444,2.25,-0.8055555555555556,1.2,1.5714285714285714,-0.37142857142857144,1.0,1.5,-0.5,0.7333333333333333,1.2857142857142858,-0.5523809523809525,0.7777777777777778,0.5,0.2777777777777778,1.1333333333333333,0.7857142857142857,0.3476190476190476,0.2222222222222222,1.0,-0.7777777777777778,-0.4,0.5,-0.9,0.2222222222222222,0.75,-0.5277777777777778,0.26666666666666666,0.5,-0.23333333333333334,0.2222222222222222,0.125,0.09722222222222221,0.4,0.21428571428571427,0.18571428571428575,,,,,,,,,,,,,,,,,,,,,,,,,8.666666666666666,,,8.733333333333333,0.7142857142857143,8.019047619047619,14.88888888888889,,,12.333333333333334,0.8571428571428571,11.476190476190476,2.2222222222222223,,,2.533333333333333,0.2857142857142857,2.2476190476190476,4.666666666666667,,,4.533333333333333,0.14285714285714285,4.39047619047619,,,,,,,,,,,,,4.444444444444445,,,3.6,0.21428571428571427,3.3857142857142857,6.222222222222222,,,5.066666666666666,0.21428571428571427,4.852380952380952,38.888888888888886,,,37.8,4.071428571428571,33.72857142857143,59.98934966943763,,,61.64318379441817,5.265005265005265,56.37817852941291,,,,,,,,,,,,,draw,0.0
2022-09-24_SN_BO,2022-09-24,Senegal,Bolivia,friendly,0,1,0,2,0,1666.0,1634.0,32.0,20.0,,,,,,69.0,179.0,-110.0,0.5714285714285714,0.1111111111111111,0.4603174603174603,0.6,0.4444444444444444,0.15555555555555556,0.2857142857142857,0.0,0.2857142857142857,0.25,0.0,0.25,0.14285714285714285,0.8888888888888888,-0.746031746031746,0.15,0.5555555555555556,-0.40555555555555556,2.0,0.3333333333333333,1.6666666666666667,2.05,1.3333333333333333,0.7166666666666666,1.8571428571428572,1.2222222222222223,0.6349206349206349,1.65,1.5555555555555556,0.09444444444444433,1.1428571428571428,3.111111111111111,-1.9682539682539684,0.8,1.8888888888888888,-1.0888888888888888,0.7142857142857143,-1.8888888888888888,2.6031746031746033,0.85,-0.3333333333333333,1.1833333333333333,0.2857142857142857,0.1111111111111111,0.1746031746031746,0.35,0.4444444444444444,-0.09444444444444444,0.0,0.4444444444444444,-0.4444444444444444,0.25,0.3333333333333333,-0.08333333333333331,,,,,,,,,,,,,,,,,,,,,,,,,15.857142857142858,,,11.85,,,6.142857142857143,,,9.85,,,6.285714285714286,,,4.65,,,2.5714285714285716,,,4.05,,,,,,,,,,,,,,,4.857142857142857,,,4.25,,,2.5714285714285716,,,3.95,,,59.857142857142854,,,51.4,,,48.932378961306135,,,53.27187318533894,,,,,,,,,,,,,,,win,1.0
2022-09-24_SI_NO,2022-09-24,Norway,Slovenia,nations_league,0,0,2,1,2,1805.0,1615.0,190.0,41.0,,,,,,104.0,104.0,0.0,0.7777777777777778,0.0,0.7777777777777778,0.5555555555555556,0.2222222222222222,0.33333333333333337,0.2222222222222222,0.5555555555555556,-0.33333333333333337,0.3333333333333333,0.4444444444444444,-0.1111111111111111,0.0,0.4444444444444444,-0.4444444444444444,0.1111111111111111,0.3333333333333333,-0.2222222222222222,2.5555555555555554,0.5555555555555556,1.9999999999999998,2.0,1.1111111111111112,0.8888888888888888,2.3333333333333335,0.6666666666666666,1.666666666666667,1.6111111111111112,1.3888888888888888,0.22222222222222232,0.6666666666666666,1.7777777777777777,-1.1111111111111112,0.6666666666666666,1.5,-0.8333333333333334,1.6666666666666667,-1.1111111111111112,2.7777777777777777,0.9444444444444444,-0.1111111111111111,1.0555555555555556,0.5555555555555556,0.3333333333333333,0.22222222222222227,0.5555555555555556,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.5555555555555556,-0.33333333333333337,0.3333333333333333,0.2777777777777778,0.055555555555555525,,,,,,,,,,,,,,,,,,,,,,,,,14.666666666666666,1.7777777777777777,12.88888888888889,11.833333333333334,0.8888888888888888,10.944444444444445,8.555555555555555,4.0,4.555555555555555,10.722222222222221,2.0,8.722222222222221,5.111111111111111,0.6666666666666666,4.444444444444444,4.111111111111111,0.3333333333333333,3.7777777777777772,3.7777777777777777,1.1111111111111112,2.6666666666666665,3.3333333333333335,0.5555555555555556,2.7777777777777777,,,,,,,,,,,,,9.11111111111111,0.2222222222222222,8.88888888888889,6.055555555555555,0.1111111111111111,5.944444444444445,2.4444444444444446,2.2222222222222223,0.22222222222222232,3.4444444444444446,1.1111111111111112,2.3333333333333335,60.77777777777778,9.777777777777779,51.0,52.55555555555556,4.888888888888889,47.66666666666667,86.34546561267959,17.899695206428376,68.44577040625121,81.47121302898671,8.949847603214188,72.52136542577253,,,,,,,,,,,,,loss,0.0
2022-09-25_DK_FR,2022-09-25,France,Denmark,nations_league,0,0,2,0,2,2033.0,1942.0,91.0,3.0,,,,,,3.0,3.0,0.0,0.2,0.6,-0.39999999999999997,0.5555555555555556,0.6111111111111112,-0.05555555555555558,0.4,0.0,0.4,0.2222222222222222,0.0,0.2222222222222222,0.4,0.4,0.0,0.2222222222222222,0.3888888888888889,-0.16666666666666669,1.0,1.8,-0.8,1.8888888888888888,1.8333333333333333,0.05555555555555558,1.0,1.4,-0.3999999999999999,2.2777777777777777,1.5,0.7777777777777777,1.0,1.0,0.0,0.7222222222222222,1.1111111111111112,-0.38888888888888895,0.0,0.4,-0.4,1.5555555555555556,0.3888888888888889,1.1666666666666667,0.2,0.2,0.0,0.3888888888888889,0.2777777777777778,0.1111111111111111,0.2,0.2,0.0,0.1111111111111111,0.2222222222222222,-0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,11.2,3.6,7.6,12.88888888888889,2.0,10.88888888888889,10.8,1.6,9.200000000000001,9.444444444444445,0.8888888888888888,8.555555555555555,5.2,1.2,4.0,6.666666666666667,0.6666666666666666,6.0,4.0,1.0,3.0,3.5,0.5555555555555556,2.9444444444444446,,,,,,,,,,,,,5.0,0.4,4.6,5.0,0.2222222222222222,4.777777777777778,3.4,0.4,3.0,3.5,0.2222222222222222,3.2777777777777777,52.8,11.6,41.199999999999996,55.5,6.444444444444445,49.05555555555556,88.41332672726216,18.281690140845072,70.13163658641709,88.35969283440713,10.156494522691707,78.20319831171543,,,,,,,,,,,,,loss,0.0
2022-09-26_IQ_SY,2022-09-26,Iraq,Syria,friendly,0,1,0,1,0,1564.0,1450.0,114.0,75.0,,,,,,3.0,3.0,0.0,0.375,0.375,0.0,0.2857142857142857,0.26666666666666666,0.019047619047619035,0.625,0.25,0.375,0.5,0.13333333333333333,0.3666666666666667,0.0,0.375,-0.375,0.21428571428571427,0.6,-0.3857142857142857,1.75,1.375,0.375,1.3571428571428572,0.9333333333333333,0.42380952380952386,1.25,1.125,0.125,0.8571428571428571,0.8666666666666667,-0.009523809523809601,0.75,1.0,-0.25,0.8571428571428571,1.4666666666666666,-0.6095238095238095,0.5,0.125,0.375,0.0,-0.6,0.6,0.25,0.375,-0.125,0.2857142857142857,0.26666666666666666,0.019047619047619035,0.0,0.375,-0.375,0.2857142857142857,0.4666666666666667,-0.18095238095238098,,,,,,,,,,,,,,,,,,,,,,,,,7.25,6.25,1.0,8.5,3.3333333333333335,5.166666666666666,11.5,2.0,9.5,11.928571428571429,1.0666666666666667,10.861904761904762,1.75,1.5,0.25,2.4285714285714284,0.8,1.6285714285714283,3.0,0.25,2.75,3.857142857142857,0.13333333333333333,3.723809523809524,,,,,,,,,,,,,3.75,2.25,1.5,3.5714285714285716,1.2,2.371428571428572,4.5,0.75,3.75,5.0,0.4,4.6,33.0,15.25,17.75,35.642857142857146,8.133333333333333,27.509523809523813,49.13865940375835,19.132653061224488,30.006006342533865,55.20045693877868,10.204081632653061,44.996375306125614,,,,,,,,,,,,,win,1.0
2022-09-27_IR_SN,2022-09-27,Senegal,Iran,friendly,0,1,0,1,1,1680.0,1822.0,-142.0,20.0,,,,,,3.0,4.0,-1.0,0.5,0.625,-0.125,0.5555555555555556,0.7222222222222222,-0.16666666666666663,0.3333333333333333,0.0,0.3333333333333333,0.2777777777777778,0.1111111111111111,0.16666666666666669,0.16666666666666666,0.375,-0.20833333333333334,0.16666666666666666,0.16666666666666666,0.0,1.8333333333333333,1.875,-0.04166666666666674,1.9444444444444444,2.2777777777777777,-0.33333333333333326,1.5,1.0,0.5,1.4444444444444444,1.3333333333333333,0.11111111111111116,1.0,0.75,0.25,0.7222222222222222,0.5555555555555556,0.16666666666666663,0.5,0.25,0.25,0.7222222222222222,0.7777777777777778,-0.05555555555555558,0.5,0.625,-0.125,0.4444444444444444,0.6111111111111112,-0.16666666666666674,0.0,0.25,-0.25,0.2777777777777778,0.1111111111111111,0.16666666666666669,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,11.333333333333334,2.3333333333333335,9.0,5.166666666666667,,,9.777777777777779,1.1111111111111112,8.666666666666668,4.0,,,4.333333333333333,1.0,3.333333333333333,2.3333333333333335,,,4.166666666666667,0.3333333333333333,3.8333333333333335,,,,,,,,,,,,,3.3333333333333335,,,4.055555555555555,1.1111111111111112,2.944444444444444,2.0,,,4.222222222222222,0.5555555555555556,3.666666666666667,49.5,,,49.77777777777778,6.333333333333333,43.44444444444444,28.245270711024137,,,46.12218713714909,8.964955175224125,37.157231961924964,,,,,,,,,,,,,draw,0.0
2022-09-27_NO_RS,2022-09-27,Norway,Serbia,nations_league,1,0,2,0,2,1780.0,1861.0,-81.0,41.0,,,,,,3.0,3.0,0.0,0.6,0.6,0.0,0.5555555555555556,0.7058823529411765,-0.15032679738562094,0.2,0.2,0.0,0.2222222222222222,0.11764705882352941,0.1045751633986928,0.2,0.2,0.0,0.2222222222222222,0.17647058823529413,0.04575163398692808,2.0,2.0,0.0,1.8888888888888888,2.235294117647059,-0.34640522875817004,1.4,2.2,-0.8000000000000003,1.6111111111111112,2.176470588235294,-0.5653594771241828,1.0,1.0,0.0,0.7777777777777778,1.0,-0.2222222222222222,0.4,1.2,-0.7999999999999999,0.8333333333333334,1.1764705882352942,-0.3431372549019608,0.4,0.2,0.2,0.5555555555555556,0.23529411764705882,0.32026143790849676,0.2,0.2,0.0,0.3333333333333333,0.17647058823529413,0.15686274509803919,,,,,,,,,,,,,,,,,,,,,,,,,12.8,0.8,12.0,11.722222222222221,0.47058823529411764,11.251633986928104,10.2,2.6,7.6,10.833333333333334,1.5294117647058822,9.303921568627452,4.6,0.4,4.199999999999999,4.444444444444445,0.23529411764705882,4.209150326797386,4.4,1.0,3.4000000000000004,3.6666666666666665,0.5882352941176471,3.0784313725490193,,,,,,,,,,,,,8.4,0.0,8.4,6.388888888888889,0.0,6.388888888888889,3.4,2.4,1.0,3.6666666666666665,1.411764705882353,2.2549019607843137,56.0,6.8,49.2,51.44444444444444,4.0,47.44444444444444,83.90505080856073,14.321766561514195,69.58328424704654,80.93725388968632,8.424568565596585,72.51268532408973,,,,,,,,,,,,,loss,0.0
2022-11-09_MX_IQ,2022-11-09,Iraq,Mexico,friendly,0,1,0,0,4,1574.0,1812.0,-238.0,75.0,,,,,,44.0,43.0,1.0,0.5714285714285714,0.4,0.17142857142857137,0.35714285714285715,0.45454545454545453,-0.09740259740259738,0.42857142857142855,0.2,0.22857142857142854,0.42857142857142855,0.2727272727272727,0.15584415584415584,0.0,0.4,-0.4,0.21428571428571427,0.2727272727272727,-0.05844155844155843,2.142857142857143,1.4,0.7428571428571429,1.5,1.6363636363636365,-0.13636363636363646,1.2857142857142858,1.4,-0.1142857142857141,0.8571428571428571,1.1818181818181819,-0.3246753246753248,0.5714285714285714,1.0,-0.4285714285714286,0.7857142857142857,0.8181818181818182,-0.032467532467532534,0.7142857142857143,0.4,0.3142857142857143,0.07142857142857142,0.36363636363636365,-0.29220779220779225,0.42857142857142855,0.4,0.028571428571428525,0.35714285714285715,0.5454545454545454,-0.18831168831168826,0.0,0.2,-0.2,0.2857142857142857,0.36363636363636365,-0.07792207792207795,,,,,,,,,,,,,,,,,,,,,,,,,5.142857142857143,,,7.642857142857143,,,8.571428571428571,,,11.214285714285714,,,0.5714285714285714,,,2.2857142857142856,,,2.5714285714285716,,,3.5714285714285716,,,,,,,,,,,,,,,2.2857142857142856,,,3.357142857142857,,,3.4285714285714284,,,4.785714285714286,,,22.285714285714285,,,32.57142857142857,,,36.60064476075785,,,49.98429152524484,,,,,,,,,,,,,,,loss,0.0
