source,provider_match_id,source_url,date,competition,team,opponent,is_home,xg,xg_raw,possession_pct,possession_pct_raw,total_shots,total_shots_raw,shots_on_target,shots_on_target_raw,big_chances,big_chances_raw,corners,corners_raw,passes,passes_raw,passes_completed,passes_attempted,yellow_cards,yellow_cards_raw,xgot,xgot_raw,shots_off_target,shots_off_target_raw,blocked_shots,blocked_shots_raw,shots_inside_box,shots_inside_box_raw,shots_outside_box,shots_outside_box_raw,woodwork,woodwork_raw,touches_opposition_box,touches_opposition_box_raw,accurate_through_passes,accurate_through_passes_raw,offsides,offsides_raw,free_kicks,free_kicks_raw,long_passes,long_passes_raw,long_passes_completed,long_passes_attempted,final_third_passes,final_third_passes_raw,final_third_passes_completed,final_third_passes_attempted,crosses,crosses_raw,crosses_completed,crosses_attempted,xa,xa_raw,throw_ins,throw_ins_raw,fouls,fouls_raw,tackles,tackles_raw,tackles_completed,tackles_attempted,duels_won,duels_won_raw,clearances,clearances_raw,interceptions,interceptions_raw,errors_leading_to_shot,errors_leading_to_shot_raw,errors_leading_to_goal,errors_leading_to_goal_raw,goalkeeper_saves,goalkeeper_saves_raw,xgot_faced,xgot_faced_raw,goals_prevented,goals_prevented_raw,opponent_is_home,opponent_xg,opponent_possession_pct,opponent_total_shots,opponent_shots_on_target,opponent_big_chances,opponent_corners,opponent_passes,opponent_passes_completed,opponent_passes_attempted,opponent_yellow_cards,opponent_xgot,opponent_shots_off_target,opponent_blocked_shots,opponent_shots_inside_box,opponent_shots_outside_box,opponent_woodwork,opponent_touches_opposition_box,opponent_accurate_through_passes,opponent_offsides,opponent_free_kicks,opponent_long_passes,opponent_long_passes_completed,opponent_long_passes_attempted,opponent_final_third_passes,opponent_final_third_passes_completed,opponent_final_third_passes_attempted,opponent_crosses,opponent_crosses_completed,opponent_crosses_attempted,opponent_xa,opponent_throw_ins,opponent_fouls,opponent_tackles,opponent_tackles_completed,opponent_tackles_attempted,opponent_duels_won,opponent_clearances,opponent_interceptions,opponent_errors_leading_to_shot,opponent_errors_leading_to_goal,opponent_goalkeeper_saves,opponent_xgot_faced,opponent_goals_prevented,xg_diff,possession_pct_diff,total_shots_diff,shots_on_target_diff,big_chances_diff,corners_diff,passes_diff,passes_completed_diff,passes_attempted_diff,yellow_cards_diff,xgot_diff,shots_off_target_diff,blocked_shots_diff,shots_inside_box_diff,shots_outside_box_diff,woodwork_diff,touches_opposition_box_diff,accurate_through_passes_diff,offsides_diff,free_kicks_diff,long_passes_diff,long_passes_completed_diff,long_passes_attempted_diff,final_third_passes_diff,final_third_passes_completed_diff,final_third_passes_attempted_diff,crosses_diff,crosses_completed_diff,crosses_attempted_diff,xa_diff,throw_ins_diff,fouls_diff,tackles_diff,tackles_completed_diff,tackles_attempted_diff,duels_won_diff,clearances_diff,interceptions_diff,errors_leading_to_shot_diff,errors_leading_to_goal_diff,goalkeeper_saves_diff,xgot_faced_diff,goals_prevented_diff,source_team_page,red_cards,red_cards_raw,opponent_red_cards,red_cards_diff
flashscore,6wNbLbLC,https://www.flashscore.com/match/football/georgia-YVovjspA/norway-8rP6JO0H/summary/stats/overall/?mid=6wNbLbLC,2023-09-12,,Norway,Georgia,0,0.59,0.59,37.0,37%,7.0,7,2.0,2,,,0.0,0,84.0,84% (349/415),349.0,415.0,2.0,2.0,,,2.0,2,3.0,3.0,,,,,,,,,,,0.0,0,4.0,4,,,,,,,,,,,,,,,,,6.0,6,,,,,,,,,,,,,,,2.0,2,,,,,1,0.82,63.0,16.0,4.0,,6.0,90.0,606.0,670.0,0.0,,7.0,5.0,,,,,,0.0,6.0,,,,,,,,,,,,5.0,,,,,,,,,1.0,,,-0.2299999999999999,-26.0,-9.0,-2.0,,-6.0,-6.0,-257.0,-255.0,2.0,,-5.0,-2.0,,,,,,0.0,-2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,Norway,,,,
flashscore,0xU5prHU,https://www.flashscore.com/match/football/jordan-vNcmJoU2/norway-8rP6JO0H/summary/stats/overall/?mid=0xU5prHU,2023-09-07,,Jordan,Norway,1,,,61.0,61%,19.0,19,14.0,14,,,7.0,7,88.0,88% (609/689),609.0,689.0,,,,,3.0,3,2.0,2.0,,,,,,,,,,,2.0,2,12.0,12,,,,,,,,,,,,,,,,,5.0,DEFENSE 5,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,,39.0,10.0,2.0,,1.0,82.0,306.0,371.0,,,5.0,3.0,,,,,,3.0,7.0,,,,,,,,,,,,9.0,,,,,,,,,8.0,,,,22.0,9.0,12.0,,6.0,6.0,303.0,318.0,,,-2.0,-1.0,,,,,,-1.0,5.0,,,,,,,,,,,,-4.0,,,,,,,,,-6.0,,,Norway,,,,
flashscore,0xU5prHU,https://www.flashscore.com/match/football/jordan-vNcmJoU2/norway-8rP6JO0H/summary/stats/overall/?mid=0xU5prHU,2023-09-07,,Norway,Jordan,0,,,39.0,39%,10.0,10,2.0,2,,,1.0,1,82.0,82% (306/371),306.0,371.0,,,,,5.0,5,3.0,3.0,,,,,,,,,,,3.0,3,7.0,7,,,,,,,,,,,,,,,,,9.0,9,,,,,,,,,,,,,,,8.0,8,,,,,1,,61.0,19.0,14.0,,7.0,88.0,609.0,689.0,,,3.0,2.0,,,,,,2.0,12.0,,,,,,,,,,,,5.0,,,,,,,,,2.0,,,,-22.0,-9.0,-12.0,,-6.0,-6.0,-303.0,-318.0,,,2.0,1.0,,,,,,1.0,-5.0,,,,,,,,,,,,4.0,,,,,,,,,6.0,,,Norway,,,,
flashscore,pUL2KIzJ,https://www.flashscore.com/match/football/cyprus-fumziNU3/norway-8rP6JO0H/summary/stats/overall/?mid=pUL2KIzJ,2023-06-20,,Cyprus,Norway,1,3.05,3.05,65.0,65%,17.0,17,6.0,6,,,8.0,8,91.0,91% (613/673),613.0,673.0,2.0,2.0,,,5.0,5,6.0,6.0,,,,,,,,,,,2.0,2,8.0,8,,,,,,,,,,,,,,,,,11.0,DEFENSE 11,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,0.35,35.0,9.0,3.0,,4.0,80.0,281.0,350.0,1.0,,4.0,2.0,,,,,,0.0,14.0,,,,,,,,,,,,9.0,,,,,,,,,3.0,,,2.7,30.0,8.0,3.0,,4.0,11.0,332.0,323.0,1.0,,1.0,4.0,,,,,,2.0,-6.0,,,,,,,,,,,,2.0,,,,,,,,,-1.0,,,Norway,,,,
flashscore,pUL2KIzJ,https://www.flashscore.com/match/football/cyprus-fumziNU3/norway-8rP6JO0H/summary/stats/overall/?mid=pUL2KIzJ,2023-06-20,,Norway,Cyprus,0,0.35,0.35,35.0,35%,9.0,9,3.0,3,,,4.0,4,80.0,80% (281/350),281.0,350.0,1.0,1.0,,,4.0,4,2.0,2.0,,,,,,,,,,,0.0,0,14.0,14,,,,,,,,,,,,,,,,,9.0,9,,,,,,,,,,,,,,,3.0,3,,,,,1,3.05,65.0,17.0,6.0,,8.0,91.0,613.0,673.0,2.0,,5.0,6.0,,,,,,2.0,8.0,,,,,,,,,,,,11.0,,,,,,,,,2.0,,,-2.7,-30.0,-8.0,-3.0,,-4.0,-11.0,-332.0,-323.0,-1.0,,-1.0,-4.0,,,,,,-2.0,6.0,,,,,,,,,,,,-2.0,,,,,,,,,1.0,,,Norway,,,,
flashscore,4Mzs9J7M,https://www.flashscore.com/match/football/norway-8rP6JO0H/scotland-fZRU25WH/summary/stats/overall/?mid=4Mzs9J7M,2023-06-17,,Norway,Scotland,1,1.93,1.93,56.0,56%,10.0,10,3.0,3,,,2.0,2,89.0,89% (482/541),482.0,541.0,0.0,0.0,,,4.0,4,3.0,3.0,,,,,,,,,,,1.0,1,11.0,11,,,,,,,,,,,,,,,,,9.0,DEFENSE 9,,,,,,,,,,,,,,,1.0,GOALKEEPING 1,,,,,0,0.52,44.0,5.0,3.0,,3.0,85.0,319.0,375.0,4.0,,0.0,2.0,,,,,,0.0,9.0,,,,,,,,,,,,12.0,,,,,,,,,2.0,,,1.41,12.0,5.0,0.0,,-1.0,4.0,163.0,166.0,-4.0,,4.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,-3.0,,,,,,,,,-1.0,,,Norway,,,,
flashscore,4Mzs9J7M,https://www.flashscore.com/match/football/norway-8rP6JO0H/scotland-fZRU25WH/summary/stats/overall/?mid=4Mzs9J7M,2023-06-17,,Scotland,Norway,0,0.52,0.52,44.0,44%,5.0,5,3.0,3,,,3.0,3,85.0,85% (319/375),319.0,375.0,4.0,4.0,,,0.0,0,2.0,2.0,,,,,,,,,,,0.0,0,9.0,9,,,,,,,,,,,,,,,,,12.0,12,,,,,,,,,,,,,,,2.0,2,,,,,1,1.93,56.0,10.0,3.0,,2.0,89.0,482.0,541.0,0.0,,4.0,3.0,,,,,,1.0,11.0,,,,,,,,,,,,9.0,,,,,,,,,1.0,,,-1.41,-12.0,-5.0,0.0,,1.0,-4.0,-163.0,-166.0,4.0,,-4.0,-1.0,,,,,,-1.0,-2.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,Norway,,,,
flashscore,YqFpq2DJ,https://www.flashscore.com/match/football/georgia-YVovjspA/norway-8rP6JO0H/summary/stats/overall/?mid=YqFpq2DJ,2023-03-28,,Georgia,Norway,1,1.26,1.26,38.0,38%,15.0,15,3.0,3,,,3.0,3,78.0,78% (279/357),279.0,357.0,3.0,3.0,,,5.0,5,7.0,7.0,,,,,,,,,,,0.0,0,8.0,8,,,,,,,,,,,,,,,21.0,21,6.0,DEFENSE 6,,,,,,,,,,,,,,,4.0,GOALKEEPING 4,,,,,0,2.01,62.0,16.0,5.0,,3.0,87.0,592.0,678.0,2.0,,8.0,3.0,,,,,,1.0,5.0,,,,,,,,,,,22.0,7.0,,,,,,,,,2.0,,,-0.7499999999999998,-24.0,-1.0,-2.0,,0.0,-9.0,-313.0,-321.0,1.0,,-3.0,4.0,,,,,,-1.0,3.0,,,,,,,,,,,-1.0,-1.0,,,,,,,,,2.0,,,Norway,,,,
flashscore,YqFpq2DJ,https://www.flashscore.com/match/football/georgia-YVovjspA/norway-8rP6JO0H/summary/stats/overall/?mid=YqFpq2DJ,2023-03-28,,Norway,Georgia,0,2.01,2.01,62.0,62%,16.0,16,5.0,5,,,3.0,3,87.0,87% (592/678),592.0,678.0,2.0,2.0,,,8.0,8,3.0,3.0,,,,,,,,,,,1.0,1,5.0,5,,,,,,,,,,,,,,,22.0,22,7.0,7,,,,,,,,,,,,,,,2.0,2,,,,,1,1.26,38.0,15.0,3.0,,3.0,78.0,279.0,357.0,3.0,,5.0,7.0,,,,,,0.0,8.0,,,,,,,,,,,21.0,6.0,,,,,,,,,4.0,,,0.7499999999999998,24.0,1.0,2.0,,0.0,9.0,313.0,321.0,-1.0,,3.0,-4.0,,,,,,1.0,-3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,-2.0,,,Norway,,,,
flashscore,QJk7VrqK,https://www.flashscore.com/match/football/norway-8rP6JO0H/spain-bLyo6mco/summary/stats/overall/?mid=QJk7VrqK,2023-03-25,,Norway,Spain,1,1.71,1.71,64.0,64%,12.0,12,7.0,7,,,4.0,4,90.0,90% (608/673),608.0,673.0,0.0,0.0,,,2.0,2,3.0,3.0,,,,,,,,,,,2.0,2,13.0,13,,,,,,,,,,,,,,,14.0,14,8.0,DEFENSE 8,,,,,,,,,,,,,,,1.0,GOALKEEPING 1,,,,,0,0.69,36.0,6.0,1.0,,6.0,87.0,332.0,381.0,2.0,,3.0,2.0,,,,,,0.0,10.0,,,,,,,,,,,13.0,13.0,,,,,,,,,4.0,,,1.02,28.0,6.0,6.0,,-2.0,3.0,276.0,292.0,-2.0,,-1.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,1.0,-5.0,,,,,,,,,-3.0,,,Norway,,,,
flashscore,QJk7VrqK,https://www.flashscore.com/match/football/norway-8rP6JO0H/spain-bLyo6mco/summary/stats/overall/?mid=QJk7VrqK,2023-03-25,,Spain,Norway,0,0.69,0.69,36.0,36%,6.0,6,1.0,1,,,6.0,6,87.0,87% (332/381),332.0,381.0,2.0,2.0,,,3.0,3,2.0,2.0,,,,,,,,,,,0.0,0,10.0,10,,,,,,,,,,,,,,,13.0,13,13.0,13,,,,,,,,,,,,,,,4.0,4,,,,,1,1.71,64.0,12.0,7.0,,4.0,90.0,608.0,673.0,0.0,,2.0,3.0,,,,,,2.0,13.0,,,,,,,,,,,14.0,8.0,,,,,,,,,1.0,,,-1.02,-28.0,-6.0,-6.0,,2.0,-3.0,-276.0,-292.0,2.0,,1.0,-1.0,,,,,,-2.0,-3.0,,,,,,,,,,,-1.0,5.0,,,,,,,,,3.0,,,Norway,,,,
flashscore,nys2shZ4,https://www.flashscore.com/match/football/finland-QuVpPpic/norway-8rP6JO0H/summary/stats/overall/?mid=nys2shZ4,2022-11-20,,Finland,Norway,1,,,55.0,55%,15.0,15,7.0,7,,,5.0,5,86.0,86% (505/589),505.0,589.0,1.0,1.0,,,2.0,2,6.0,6.0,,,,,,,,,,,2.0,2,16.0,16,,,,,,,,,,,,,,,15.0,15,9.0,DEFENSE 9,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,,45.0,6.0,3.0,,5.0,84.0,394.0,471.0,0.0,,2.0,1.0,,,,,,4.0,11.0,,,,,,,,,,,13.0,12.0,,,,,,,,,6.0,,,,10.0,9.0,4.0,,0.0,2.0,111.0,118.0,1.0,,0.0,5.0,,,,,,-2.0,5.0,,,,,,,,,,,2.0,-3.0,,,,,,,,,-4.0,,,Norway,,,,
flashscore,nys2shZ4,https://www.flashscore.com/match/football/finland-QuVpPpic/norway-8rP6JO0H/summary/stats/overall/?mid=nys2shZ4,2022-11-20,,Norway,Finland,0,,,45.0,45%,6.0,6,3.0,3,,,5.0,5,84.0,84% (394/471),394.0,471.0,0.0,0.0,,,2.0,2,1.0,1.0,,,,,,,,,,,4.0,4,11.0,11,,,,,,,,,,,,,,,13.0,13,12.0,12,,,,,,,,,,,,,,,6.0,6,,,,,1,,55.0,15.0,7.0,,5.0,86.0,505.0,589.0,1.0,,2.0,6.0,,,,,,2.0,16.0,,,,,,,,,,,15.0,9.0,,,,,,,,,2.0,,,,-10.0,-9.0,-4.0,,0.0,-2.0,-111.0,-118.0,-1.0,,0.0,-5.0,,,,,,2.0,-5.0,,,,,,,,,,,-2.0,3.0,,,,,,,,,4.0,,,Norway,,,,
flashscore,AasWrINF,https://www.flashscore.com/match/football/ireland-Gfyqk1aG/norway-8rP6JO0H/summary/stats/overall/?mid=AasWrINF,2022-11-17,,Ireland,Norway,1,,,54.0,54%,10.0,10,5.0,5,,,6.0,6,85.0,85% (484/568),484.0,568.0,,,,,2.0,2,3.0,3.0,,,,,,,,,,,0.0,0,7.0,7,,,,,,,,,,,,,,,26.0,26,11.0,DEFENSE 11,,,,,,,,,,,,,,,1.0,GOALKEEPING 1,,,,,0,,46.0,11.0,3.0,,2.0,84.0,374.0,444.0,,,5.0,3.0,,,,,,0.0,10.0,,,,,,,,,,,21.0,9.0,,,,,,,,,4.0,,,,8.0,-1.0,2.0,,4.0,1.0,110.0,124.0,,,-3.0,0.0,,,,,,0.0,-3.0,,,,,,,,,,,5.0,2.0,,,,,,,,,-3.0,,,Norway,,,,
flashscore,AasWrINF,https://www.flashscore.com/match/football/ireland-Gfyqk1aG/norway-8rP6JO0H/summary/stats/overall/?mid=AasWrINF,2022-11-17,,Norway,Ireland,0,,,46.0,46%,11.0,11,3.0,3,,,2.0,2,84.0,84% (374/444),374.0,444.0,,,,,5.0,5,3.0,3.0,,,,,,,,,,,0.0,0,10.0,10,,,,,,,,,,,,,,,21.0,21,9.0,9,,,,,,,,,,,,,,,4.0,4,,,,,1,,54.0,10.0,5.0,,6.0,85.0,484.0,568.0,,,2.0,3.0,,,,,,0.0,7.0,,,,,,,,,,,26.0,11.0,,,,,,,,,1.0,,,,-8.0,1.0,-2.0,,-4.0,-1.0,-110.0,-124.0,,,3.0,0.0,,,,,,0.0,3.0,,,,,,,,,,,-5.0,-2.0,,,,,,,,,3.0,,,Norway,,,,
flashscore,8dAA5qd1,https://www.flashscore.com/match/football/norway-8rP6JO0H/serbia-8Kl6iq0i/summary/stats/overall/?mid=8dAA5qd1,2022-09-27,,Norway,Serbia,1,,,49.0,49%,10.0,10,3.0,3,,,9.0,9,80.0,80% (367/461),367.0,461.0,0.0,0.0,,,4.0,4,3.0,3.0,,,,,,,,,,,0.0,0,13.0,13,,,,,,,,,,,,,,,15.0,15,9.0,DEFENSE 9,,,,,,,,,,,,,,,3.0,GOALKEEPING 3,,,,,0,,51.0,8.0,5.0,,3.0,84.0,439.0,525.0,2.0,,2.0,1.0,,,,,,3.0,9.0,,,,,,,,,,,26.0,10.0,,,,,,,,,3.0,,,,-2.0,2.0,-2.0,,6.0,-4.0,-72.0,-64.0,-2.0,,2.0,2.0,,,,,,-3.0,4.0,,,,,,,,,,,-11.0,-1.0,,,,,,,,,0.0,,,Norway,,,,
flashscore,8dAA5qd1,https://www.flashscore.com/match/football/norway-8rP6JO0H/serbia-8Kl6iq0i/summary/stats/overall/?mid=8dAA5qd1,2022-09-27,,Serbia,Norway,0,,,51.0,51%,8.0,8,5.0,5,,,3.0,3,84.0,84% (439/525),439.0,525.0,2.0,2.0,,,2.0,2,1.0,1.0,,,,,,,,,,,3.0,3,9.0,9,,,,,,,,,,,,,,,26.0,26,10.0,10,,,,,,,,,,,,,,,3.0,3,,,,,1,,49.0,10.0,3.0,,9.0,80.0,367.0,461.0,0.0,,4.0,3.0,,,,,,0.0,13.0,,,,,,,,,,,15.0,9.0,,,,,,,,,3.0,,,,2.0,-2.0,2.0,,-6.0,4.0,72.0,64.0,2.0,,-2.0,-2.0,,,,,,3.0,-4.0,,,,,,,,,,,11.0,1.0,,,,,,,,,0.0,,,Norway,,,,
flashscore,0Sj1S63E,https://www.flashscore.com/match/football/norway-8rP6JO0H/slovenia-tfMf3PoO/summary/stats/overall/?mid=0Sj1S63E,2022-09-24,,Norway,Slovenia,1,,,42.0,42%,10.0,10,5.0,5,,,6.0,6,77.0,77% (259/337),259.0,337.0,3.0,3.0,,,5.0,5,0.0,0.0,,,,,,,,,,,2.0,2,17.0,17,,,,,,,,,,,,,,,13.0,13,15.0,DEFENSE 15,,,,,,,,,,,,,,,4.0,GOALKEEPING 4,,,,,0,,58.0,13.0,5.0,,7.0,83.0,390.0,471.0,2.0,,6.0,2.0,,,,,,1.0,17.0,,,,,,,,,,,13.0,16.0,,,,,,,,,3.0,,,,-16.0,-3.0,0.0,,-1.0,-6.0,-131.0,-134.0,1.0,,-1.0,-2.0,,,,,,1.0,0.0,,,,,,,,,,,0.0,-1.0,,,,,,,,,1.0,,,Norway,,,,
flashscore,0Sj1S63E,https://www.flashscore.com/match/football/norway-8rP6JO0H/slovenia-tfMf3PoO/summary/stats/overall/?mid=0Sj1S63E,2022-09-24,,Slovenia,Norway,0,,,58.0,58%,13.0,13,5.0,5,,,7.0,7,83.0,83% (390/471),390.0,471.0,2.0,2.0,,,6.0,6,2.0,2.0,,,,,,,,,,,1.0,1,17.0,17,,,,,,,,,,,,,,,13.0,13,16.0,16,,,,,,,,,,,,,,,3.0,3,,,,,1,,42.0,10.0,5.0,,6.0,77.0,259.0,337.0,3.0,,5.0,0.0,,,,,,2.0,17.0,,,,,,,,,,,13.0,15.0,,,,,,,,,4.0,,,,16.0,3.0,0.0,,1.0,6.0,131.0,134.0,-1.0,,1.0,2.0,,,,,,-1.0,0.0,,,,,,,,,,,0.0,1.0,,,,,,,,,-1.0,,,Norway,,,,
flashscore,MyWRD7lL,https://www.flashscore.com/match/football/norway-8rP6JO0H/sweden-OQyqbHWB/summary/stats/overall/?mid=MyWRD7lL,2022-06-12,,Norway,Sweden,1,,,54.0,54%,10.0,10,5.0,5,,,4.0,4,83.0,83% (390/471),390.0,471.0,4.0,4.0,,,4.0,4,1.0,1.0,,,,,,,,,,,1.0,1,14.0,14,,,,,,,,,,,,,,,29.0,29,16.0,DEFENSE 16,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,,46.0,14.0,4.0,,5.0,82.0,329.0,400.0,3.0,,5.0,5.0,,,,,,2.0,20.0,,,,,,,,,,,21.0,8.0,,,,,,,,,2.0,,,,8.0,-4.0,1.0,,-1.0,1.0,61.0,71.0,1.0,,-1.0,-4.0,,,,,,-1.0,-6.0,,,,,,,,,,,8.0,8.0,,,,,,,,,0.0,,,Norway,,,,
flashscore,MyWRD7lL,https://www.flashscore.com/match/football/norway-8rP6JO0H/sweden-OQyqbHWB/summary/stats/overall/?mid=MyWRD7lL,2022-06-12,,Sweden,Norway,0,,,46.0,46%,14.0,14,4.0,4,,,5.0,5,82.0,82% (329/400),329.0,400.0,3.0,3.0,,,5.0,5,5.0,5.0,,,,,,,,,,,2.0,2,20.0,20,,,,,,,,,,,,,,,21.0,21,8.0,8,,,,,,,,,,,,,,,2.0,2,,,,,1,,54.0,10.0,5.0,,4.0,83.0,390.0,471.0,4.0,,4.0,1.0,,,,,,1.0,14.0,,,,,,,,,,,29.0,16.0,,,,,,,,,2.0,,,,-8.0,4.0,-1.0,,1.0,-1.0,-61.0,-71.0,-1.0,,1.0,4.0,,,,,,1.0,6.0,,,,,,,,,,,-8.0,-8.0,,,,,,,,,0.0,,,Norway,,,,
flashscore,MyhcTnl8,https://www.flashscore.com/match/football/norway-8rP6JO0H/slovenia-tfMf3PoO/summary/stats/overall/?mid=MyhcTnl8,2022-06-09,,Norway,Slovenia,1,,,56.0,56%,18.0,18,5.0,5,,,10.0,10,84.0,84% (497/589),497.0,589.0,1.0,1.0,,,9.0,9,4.0,4.0,,,,,,,,,,,2.0,2,4.0,4,,,,,,,,,,,,,,,16.0,16,5.0,DEFENSE 5,,,,,,,,,,,,,,,3.0,GOALKEEPING 3,,,,,0,,44.0,8.0,3.0,,1.0,81.0,323.0,401.0,2.0,,3.0,2.0,,,,,,1.0,5.0,,,,,,,,,,,15.0,7.0,,,,,,,,,5.0,,,,12.0,10.0,2.0,,9.0,3.0,174.0,188.0,-1.0,,6.0,2.0,,,,,,1.0,-1.0,,,,,,,,,,,1.0,-2.0,,,,,,,,,-2.0,,,Norway,0.0,0.0,1.0,-1.0
flashscore,MyhcTnl8,https://www.flashscore.com/match/football/norway-8rP6JO0H/slovenia-tfMf3PoO/summary/stats/overall/?mid=MyhcTnl8,2022-06-09,,Slovenia,Norway,0,,,44.0,44%,8.0,8,3.0,3,,,1.0,1,81.0,81% (323/401),323.0,401.0,2.0,2.0,,,3.0,3,2.0,2.0,,,,,,,,,,,1.0,1,5.0,5,,,,,,,,,,,,,,,15.0,15,7.0,7,,,,,,,,,,,,,,,5.0,5,,,,,1,,56.0,18.0,5.0,,10.0,84.0,497.0,589.0,1.0,,9.0,4.0,,,,,,2.0,4.0,,,,,,,,,,,16.0,5.0,,,,,,,,,3.0,,,,-12.0,-10.0,-2.0,,-9.0,-3.0,-174.0,-188.0,1.0,,-6.0,-2.0,,,,,,-1.0,1.0,,,,,,,,,,,-1.0,2.0,,,,,,,,,2.0,,,Norway,1.0,1.0,0.0,1.0
flashscore,8YRNEmZE,https://www.flashscore.com/match/football/norway-8rP6JO0H/sweden-OQyqbHWB/summary/stats/overall/?mid=8YRNEmZE,2022-06-05,,Norway,Sweden,1,,,62.0,62%,13.0,13,3.0,3,,,10.0,10,87.0,87% (480/553),480.0,553.0,5.0,5.0,,,5.0,5,5.0,5.0,,,,,,,,,,,0.0,0,18.0,18,,,,,,,,,,,,,,,20.0,20,8.0,DEFENSE 8,,,,,,,,,,,,,,,6.0,GOALKEEPING 6,,,,,0,,38.0,12.0,8.0,,4.0,76.0,225.0,295.0,1.0,,4.0,0.0,,,,,,0.0,10.0,,,,,,,,,,,19.0,12.0,,,,,,,,,2.0,,,,24.0,1.0,-5.0,,6.0,11.0,255.0,258.0,4.0,,1.0,5.0,,,,,,0.0,8.0,,,,,,,,,,,1.0,-4.0,,,,,,,,,4.0,,,Norway,,,,
flashscore,8YRNEmZE,https://www.flashscore.com/match/football/norway-8rP6JO0H/sweden-OQyqbHWB/summary/stats/overall/?mid=8YRNEmZE,2022-06-05,,Sweden,Norway,0,,,38.0,38%,12.0,12,8.0,8,,,4.0,4,76.0,76% (225/295),225.0,295.0,1.0,1.0,,,4.0,4,0.0,0.0,,,,,,,,,,,0.0,0,10.0,10,,,,,,,,,,,,,,,19.0,19,12.0,12,,,,,,,,,,,,,,,2.0,2,,,,,1,,62.0,13.0,3.0,,10.0,87.0,480.0,553.0,5.0,,5.0,5.0,,,,,,0.0,18.0,,,,,,,,,,,20.0,8.0,,,,,,,,,6.0,,,,-24.0,-1.0,5.0,,-6.0,-11.0,-255.0,-258.0,-4.0,,-1.0,-5.0,,,,,,0.0,-8.0,,,,,,,,,,,-1.0,4.0,,,,,,,,,-4.0,,,Norway,,,,
flashscore,KWDE43B7,https://www.flashscore.com/match/football/norway-8rP6JO0H/serbia-8Kl6iq0i/summary/stats/overall/?mid=KWDE43B7,2022-06-02,,Norway,Serbia,1,,,66.0,66%,13.0,13,5.0,5,,,12.0,12,89.0,89% (541/610),541.0,610.0,1.0,1.0,,,2.0,2,6.0,6.0,,,,,,,,,,,1.0,1,10.0,10,,,,,,,,,,,,,,,41.0,41,10.0,DEFENSE 10,,,,,,,,,,,,,,,1.0,GOALKEEPING 1,,,,,0,,34.0,4.0,2.0,,0.0,72.0,227.0,317.0,2.0,,2.0,0.0,,,,,,0.0,15.0,,,,,,,,,,,23.0,8.0,,,,,,,,,5.0,,,,32.0,9.0,3.0,,12.0,17.0,314.0,293.0,-1.0,,0.0,6.0,,,,,,1.0,-5.0,,,,,,,,,,,18.0,2.0,,,,,,,,,-4.0,,,Norway,,,,
flashscore,KWDE43B7,https://www.flashscore.com/match/football/norway-8rP6JO0H/serbia-8Kl6iq0i/summary/stats/overall/?mid=KWDE43B7,2022-06-02,,Serbia,Norway,0,,,34.0,34%,4.0,4,2.0,2,,,0.0,0,72.0,72% (227/317),227.0,317.0,2.0,2.0,,,2.0,2,0.0,0.0,,,,,,,,,,,0.0,0,15.0,15,,,,,,,,,,,,,,,23.0,23,8.0,8,,,,,,,,,,,,,,,5.0,5,,,,,1,,66.0,13.0,5.0,,12.0,89.0,541.0,610.0,1.0,,2.0,6.0,,,,,,1.0,10.0,,,,,,,,,,,41.0,10.0,,,,,,,,,1.0,,,,-32.0,-9.0,-3.0,,-12.0,-17.0,-314.0,-293.0,1.0,,0.0,-6.0,,,,,,-1.0,5.0,,,,,,,,,,,-18.0,-2.0,,,,,,,,,4.0,,,Norway,,,,
flashscore,0nmsucyE,https://www.flashscore.com/match/football/armenia-2TEHMnnn/norway-8rP6JO0H/summary/stats/overall/?mid=0nmsucyE,2022-03-29,,Armenia,Norway,1,,,71.0,71%,24.0,24,10.0,10,,,10.0,10,92.0,92% (680/741),680.0,741.0,1.0,1.0,,,9.0,9,5.0,5.0,,,,,,,,,,,1.0,1,21.0,21,,,,,,,,,,,,,,,15.0,15,7.0,DEFENSE 7,,,,,,,,,,,,,,,0.0,GOALKEEPING 0,,,,,0,,29.0,1.0,0.0,,2.0,68.0,110.0,162.0,1.0,,1.0,0.0,,,,,,5.0,8.0,,,,,,,,,,,11.0,17.0,,,,,,,,,2.0,,,,42.0,23.0,10.0,,8.0,24.0,570.0,579.0,0.0,,8.0,5.0,,,,,,-4.0,13.0,,,,,,,,,,,4.0,-10.0,,,,,,,,,-2.0,,,Norway,0.0,0.0,1.0,-1.0
