source,provider_match_id,source_url,date,competition,team,opponent,is_home,xg,xg_raw,possession_pct,possession_pct_raw,total_shots,total_shots_raw,shots_on_target,shots_on_target_raw,big_chances,big_chances_raw,corners,corners_raw,passes,passes_raw,passes_completed,passes_attempted,yellow_cards,yellow_cards_raw,xgot,xgot_raw,shots_off_target,shots_off_target_raw,blocked_shots,blocked_shots_raw,shots_inside_box,shots_inside_box_raw,shots_outside_box,shots_outside_box_raw,woodwork,woodwork_raw,touches_opposition_box,touches_opposition_box_raw,accurate_through_passes,accurate_through_passes_raw,offsides,offsides_raw,free_kicks,free_kicks_raw,long_passes,long_passes_raw,long_passes_completed,long_passes_attempted,final_third_passes,final_third_passes_raw,final_third_passes_completed,final_third_passes_attempted,crosses,crosses_raw,crosses_completed,crosses_attempted,xa,xa_raw,throw_ins,throw_ins_raw,fouls,fouls_raw,tackles,tackles_raw,tackles_completed,tackles_attempted,duels_won,duels_won_raw,clearances,clearances_raw,interceptions,interceptions_raw,errors_leading_to_shot,errors_leading_to_shot_raw,errors_leading_to_goal,errors_leading_to_goal_raw,goalkeeper_saves,goalkeeper_saves_raw,xgot_faced,xgot_faced_raw,goals_prevented,goals_prevented_raw,opponent_is_home,opponent_xg,opponent_possession_pct,opponent_total_shots,opponent_shots_on_target,opponent_big_chances,opponent_corners,opponent_passes,opponent_passes_completed,opponent_passes_attempted,opponent_yellow_cards,opponent_xgot,opponent_shots_off_target,opponent_blocked_shots,opponent_shots_inside_box,opponent_shots_outside_box,opponent_woodwork,opponent_touches_opposition_box,opponent_accurate_through_passes,opponent_offsides,opponent_free_kicks,opponent_long_passes,opponent_long_passes_completed,opponent_long_passes_attempted,opponent_final_third_passes,opponent_final_third_passes_completed,opponent_final_third_passes_attempted,opponent_crosses,opponent_crosses_completed,opponent_crosses_attempted,opponent_xa,opponent_throw_ins,opponent_fouls,opponent_tackles,opponent_tackles_completed,opponent_tackles_attempted,opponent_duels_won,opponent_clearances,opponent_interceptions,opponent_errors_leading_to_shot,opponent_errors_leading_to_goal,opponent_goalkeeper_saves,opponent_xgot_faced,opponent_goals_prevented,xg_diff,possession_pct_diff,total_shots_diff,shots_on_target_diff,big_chances_diff,corners_diff,passes_diff,passes_completed_diff,passes_attempted_diff,yellow_cards_diff,xgot_diff,shots_off_target_diff,blocked_shots_diff,shots_inside_box_diff,shots_outside_box_diff,woodwork_diff,touches_opposition_box_diff,accurate_through_passes_diff,offsides_diff,free_kicks_diff,long_passes_diff,long_passes_completed_diff,long_passes_attempted_diff,final_third_passes_diff,final_third_passes_completed_diff,final_third_passes_attempted_diff,crosses_diff,crosses_completed_diff,crosses_attempted_diff,xa_diff,throw_ins_diff,fouls_diff,tackles_diff,tackles_completed_diff,tackles_attempted_diff,duels_won_diff,clearances_diff,interceptions_diff,errors_leading_to_shot_diff,errors_leading_to_goal_diff,goalkeeper_saves_diff,xgot_faced_diff,goals_prevented_diff,source_team_page,red_cards,red_cards_raw,opponent_red_cards,red_cards_diff
flashscore,EyMhUm4A,https://www.flashscore.com/match/football/belgium-GbB957na/france-QkGeVG1n/summary/stats/overall/?mid=EyMhUm4A,2024-09-09,,Belgium,France,1,2.7,2.7,45.0,45%,25.0,25,9.0,9,,,5.0,5,88.0,88% (395/449),395.0,449.0,2.0,2.0,,,10.0,10,6.0,6.0,,,,,,,,,,,3.0,3,11.0,11,,,,,,,,,,,,,,,,,8.0,DEFENSE 8,,,,,,,,,,,,,,,4.0,GOALKEEPING 4,,,,,0,0.82,55.0,9.0,4.0,,7.0,89.0,453.0,507.0,2.0,,4.0,1.0,,,,,,1.0,11.0,,,,,,,,,,,,10.0,,,,,,,,,7.0,,,1.8800000000000003,-10.0,16.0,5.0,,-2.0,-1.0,-58.0,-58.0,0.0,,6.0,5.0,,,,,,2.0,0.0,,,,,,,,,,,,-2.0,,,,,,,,,-3.0,,,France,,,,
flashscore,EyMhUm4A,https://www.flashscore.com/match/football/belgium-GbB957na/france-QkGeVG1n/summary/stats/overall/?mid=EyMhUm4A,2024-09-09,,France,Belgium,0,0.82,0.82,55.0,55%,9.0,9,4.0,4,,,7.0,7,89.0,89% (453/507),453.0,507.0,2.0,2.0,,,4.0,4,1.0,1.0,,,,,,,,,,,1.0,1,11.0,11,,,,,,,,,,,,,,,,,10.0,10,,,,,,,,,,,,,,,7.0,7,,,,,1,2.7,45.0,25.0,9.0,,5.0,88.0,395.0,449.0,2.0,,10.0,6.0,,,,,,3.0,11.0,,,,,,,,,,,,8.0,,,,,,,,,4.0,,,-1.8800000000000003,10.0,-16.0,-5.0,,2.0,1.0,58.0,58.0,0.0,,-6.0,-5.0,,,,,,-2.0,0.0,,,,,,,,,,,,2.0,,,,,,,,,3.0,,,France,,,,
flashscore,pdUyYV4o,https://www.flashscore.com/match/football/france-QkGeVG1n/italy-hlKvieGH/summary/stats/overall/?mid=pdUyYV4o,2024-09-06,,France,Italy,1,0.79,0.79,51.0,51%,11.0,11,3.0,3,,,2.0,2,88.0,88% (532/603),532.0,603.0,1.0,1.0,,,4.0,4,4.0,4.0,,,,,,,,,,,1.0,1,11.0,11,,,,,,,,,,,,,,,,,12.0,DEFENSE 12,,,,,,,,,,,,,,,3.0,GOALKEEPING 3,,,,,0,2.12,49.0,11.0,6.0,,5.0,86.0,443.0,516.0,1.0,,3.0,2.0,,,,,,1.0,13.0,,,,,,,,,,,,9.0,,,,,,,,,2.0,,,-1.33,2.0,0.0,-3.0,,-3.0,2.0,89.0,87.0,0.0,,1.0,2.0,,,,,,0.0,-2.0,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,France,,,,
flashscore,pdUyYV4o,https://www.flashscore.com/match/football/france-QkGeVG1n/italy-hlKvieGH/summary/stats/overall/?mid=pdUyYV4o,2024-09-06,,Italy,France,0,2.12,2.12,49.0,49%,11.0,11,6.0,6,,,5.0,5,86.0,86% (443/516),443.0,516.0,1.0,1.0,,,3.0,3,2.0,2.0,,,,,,,,,,,1.0,1,13.0,13,,,,,,,,,,,,,,,,,9.0,9,,,,,,,,,,,,,,,2.0,2,,,,,1,0.79,51.0,11.0,3.0,,2.0,88.0,532.0,603.0,1.0,,4.0,4.0,,,,,,1.0,11.0,,,,,,,,,,,,12.0,,,,,,,,,3.0,,,1.33,-2.0,0.0,3.0,,3.0,-2.0,-89.0,-87.0,0.0,,-1.0,-2.0,,,,,,0.0,2.0,,,,,,,,,,,,-3.0,,,,,,,,,-1.0,,,France,,,,
flashscore,UJffDWe5,https://www.flashscore.com/match/football/france-QkGeVG1n/spain-bLyo6mco/summary/stats/overall/?mid=UJffDWe5,2024-07-09,,France,Spain,1,0.62,0.62,58.0,58%,6.0,6,2.0,2,,,4.0,4,89.0,89% (456/513),456.0,513.0,2.0,2.0,,,2.0,2,2.0,2.0,,,,,,,,,,,0.0,0,13.0,13,,,,,,,,,,,,,,,,,9.0,DEFENSE 9,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,1.09,42.0,9.0,3.0,,6.0,85.0,303.0,358.0,2.0,,4.0,2.0,,,,,,0.0,9.0,,,,,,,,,,,,14.0,,,,,,,,,0.0,,,-0.4700000000000001,16.0,-3.0,-1.0,,-2.0,4.0,153.0,155.0,0.0,,-2.0,0.0,,,,,,0.0,4.0,,,,,,,,,,,,-5.0,,,,,,,,,2.0,,,France,,,,
flashscore,UJffDWe5,https://www.flashscore.com/match/football/france-QkGeVG1n/spain-bLyo6mco/summary/stats/overall/?mid=UJffDWe5,2024-07-09,,Spain,France,0,1.09,1.09,42.0,42%,9.0,9,3.0,3,,,6.0,6,85.0,85% (303/358),303.0,358.0,2.0,2.0,,,4.0,4,2.0,2.0,,,,,,,,,,,0.0,0,9.0,9,,,,,,,,,,,,,,,,,14.0,14,,,,,,,,,,,,,,,0.0,0,,,,,1,0.62,58.0,6.0,2.0,,4.0,89.0,456.0,513.0,2.0,,2.0,2.0,,,,,,0.0,13.0,,,,,,,,,,,,9.0,,,,,,,,,2.0,,,0.4700000000000001,-16.0,3.0,1.0,,2.0,-4.0,-153.0,-155.0,0.0,,2.0,0.0,,,,,,0.0,-4.0,,,,,,,,,,,,5.0,,,,,,,,,-2.0,,,France,,,,
flashscore,xf5z0D9j,https://www.flashscore.com/match/football/france-QkGeVG1n/portugal-WvJrjFVN/summary/stats/overall/?mid=xf5z0D9j,2024-07-05,,France,Portugal,1,1.68,1.68,63.0,63%,15.0,15,4.0,4,,,11.0,11,94.0,94% (825/878),825.0,878.0,1.0,1.0,,,5.0,5,6.0,6.0,,,,,,,,,,,1.0,1,15.0,15,,,,,,,,,,,,,,,,,8.0,DEFENSE 8,,,,,,,,,,,,,,,5.0,GOALKEEPING 5,,,,,0,0.92,37.0,20.0,5.0,,4.0,92.0,543.0,588.0,1.0,,9.0,6.0,,,,,,2.0,9.0,,,,,,,,,,,,13.0,,,,,,,,,4.0,,,0.7599999999999999,26.0,-5.0,-1.0,,7.0,2.0,282.0,290.0,0.0,,-4.0,0.0,,,,,,-1.0,6.0,,,,,,,,,,,,-5.0,,,,,,,,,1.0,,,France,,,,
flashscore,xf5z0D9j,https://www.flashscore.com/match/football/france-QkGeVG1n/portugal-WvJrjFVN/summary/stats/overall/?mid=xf5z0D9j,2024-07-05,,Portugal,France,0,0.92,0.92,37.0,37%,20.0,20,5.0,5,,,4.0,4,92.0,92% (543/588),543.0,588.0,1.0,1.0,,,9.0,9,6.0,6.0,,,,,,,,,,,2.0,2,9.0,9,,,,,,,,,,,,,,,,,13.0,13,,,,,,,,,,,,,,,4.0,4,,,,,1,1.68,63.0,15.0,4.0,,11.0,94.0,825.0,878.0,1.0,,5.0,6.0,,,,,,1.0,15.0,,,,,,,,,,,,8.0,,,,,,,,,5.0,,,-0.7599999999999999,-26.0,5.0,1.0,,-7.0,-2.0,-282.0,-290.0,0.0,,4.0,0.0,,,,,,1.0,-6.0,,,,,,,,,,,,5.0,,,,,,,,,-1.0,,,France,,,,
flashscore,K4DPGJgf,https://www.flashscore.com/match/football/belgium-GbB957na/france-QkGeVG1n/summary/stats/overall/?mid=K4DPGJgf,2024-07-01,,Belgium,France,1,1.36,1.36,52.0,52%,20.0,20,2.0,2,,,5.0,5,93.0,93% (579/623),579.0,623.0,3.0,3.0,,,16.0,16,2.0,2.0,,,,,,,,,,,1.0,1,9.0,9,,,,,,,,,,,,,,,,,7.0,DEFENSE 7,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,0.26,48.0,6.0,2.0,,2.0,89.0,441.0,495.0,3.0,,0.0,4.0,,,,,,0.0,8.0,,,,,,,,,,,,10.0,,,,,,,,,1.0,,,1.1,4.0,14.0,0.0,,3.0,4.0,138.0,128.0,0.0,,16.0,-2.0,,,,,,1.0,1.0,,,,,,,,,,,,-3.0,,,,,,,,,1.0,,,France,,,,
flashscore,K4DPGJgf,https://www.flashscore.com/match/football/belgium-GbB957na/france-QkGeVG1n/summary/stats/overall/?mid=K4DPGJgf,2024-07-01,,France,Belgium,0,0.26,0.26,48.0,48%,6.0,6,2.0,2,,,2.0,2,89.0,89% (441/495),441.0,495.0,3.0,3.0,,,0.0,0,4.0,4.0,,,,,,,,,,,0.0,0,8.0,8,,,,,,,,,,,,,,,,,10.0,10,,,,,,,,,,,,,,,1.0,1,,,,,1,1.36,52.0,20.0,2.0,,5.0,93.0,579.0,623.0,3.0,,16.0,2.0,,,,,,1.0,9.0,,,,,,,,,,,,7.0,,,,,,,,,2.0,,,-1.1,-4.0,-14.0,0.0,,-3.0,-4.0,-138.0,-128.0,0.0,,-16.0,2.0,,,,,,-1.0,-1.0,,,,,,,,,,,,3.0,,,,,,,,,-1.0,,,France,,,,
flashscore,Cjv2QLcJ,https://www.flashscore.com/match/football/france-QkGeVG1n/poland-2HzmcynI/summary/stats/overall/?mid=Cjv2QLcJ,2024-06-25,,France,Poland,1,2.41,2.41,56.0,56%,19.0,19,8.0,8,,,11.0,11,90.0,90% (495/552),495.0,552.0,1.0,1.0,,,3.0,3,8.0,8.0,,,,,,,,,,,1.0,1,14.0,14,,,,,,,,,,,,,,,,,12.0,DEFENSE 12,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,1.2,44.0,10.0,3.0,,3.0,86.0,356.0,413.0,4.0,,5.0,2.0,,,,,,0.0,12.0,,,,,,,,,,,,15.0,,,,,,,,,7.0,,,1.2100000000000002,12.0,9.0,5.0,,8.0,4.0,139.0,139.0,-3.0,,-2.0,6.0,,,,,,1.0,2.0,,,,,,,,,,,,-3.0,,,,,,,,,-5.0,,,France,,,,
flashscore,Cjv2QLcJ,https://www.flashscore.com/match/football/france-QkGeVG1n/poland-2HzmcynI/summary/stats/overall/?mid=Cjv2QLcJ,2024-06-25,,Poland,France,0,1.2,1.2,44.0,44%,10.0,10,3.0,3,,,3.0,3,86.0,86% (356/413),356.0,413.0,4.0,4.0,,,5.0,5,2.0,2.0,,,,,,,,,,,0.0,0,12.0,12,,,,,,,,,,,,,,,,,15.0,15,,,,,,,,,,,,,,,7.0,7,,,,,1,2.41,56.0,19.0,8.0,,11.0,90.0,495.0,552.0,1.0,,3.0,8.0,,,,,,1.0,14.0,,,,,,,,,,,,12.0,,,,,,,,,2.0,,,-1.2100000000000002,-12.0,-9.0,-5.0,,-8.0,-4.0,-139.0,-139.0,3.0,,2.0,-6.0,,,,,,-1.0,-2.0,,,,,,,,,,,,3.0,,,,,,,,,5.0,,,France,,,,
flashscore,lC7o20K2,https://www.flashscore.com/match/football/france-QkGeVG1n/netherlands-WYintcWb/summary/stats/overall/?mid=lC7o20K2,2024-06-21,,France,Netherlands,1,0.39,0.39,42.0,42%,8.0,8,4.0,4,,,3.0,3,89.0,89% (354/397),354.0,397.0,1.0,1.0,,,0.0,0,4.0,4.0,,,,,,,,,,,4.0,4,8.0,8,,,,,,,,,,,,,,,,,13.0,DEFENSE 13,,,,,,,,,,,,,,,3.0,GOALKEEPING 3,,,,,0,1.33,58.0,16.0,3.0,,6.0,92.0,613.0,664.0,0.0,,8.0,5.0,,,,,,0.0,17.0,,,,,,,,,,,,8.0,,,,,,,,,4.0,,,-0.94,-16.0,-8.0,1.0,,-3.0,-3.0,-259.0,-267.0,1.0,,-8.0,-1.0,,,,,,4.0,-9.0,,,,,,,,,,,,5.0,,,,,,,,,-1.0,,,France,,,,
flashscore,lC7o20K2,https://www.flashscore.com/match/football/france-QkGeVG1n/netherlands-WYintcWb/summary/stats/overall/?mid=lC7o20K2,2024-06-21,,Netherlands,France,0,1.33,1.33,58.0,58%,16.0,16,3.0,3,,,6.0,6,92.0,92% (613/664),613.0,664.0,0.0,0.0,,,8.0,8,5.0,5.0,,,,,,,,,,,0.0,0,17.0,17,,,,,,,,,,,,,,,,,8.0,8,,,,,,,,,,,,,,,4.0,4,,,,,1,0.39,42.0,8.0,4.0,,3.0,89.0,354.0,397.0,1.0,,0.0,4.0,,,,,,4.0,8.0,,,,,,,,,,,,13.0,,,,,,,,,3.0,,,0.94,16.0,8.0,-1.0,,3.0,3.0,259.0,267.0,-1.0,,8.0,1.0,,,,,,-4.0,9.0,,,,,,,,,,,,-5.0,,,,,,,,,1.0,,,France,,,,
flashscore,n7T2wHs2,https://www.flashscore.com/match/football/austria-naHiWdnt/france-QkGeVG1n/summary/stats/overall/?mid=n7T2wHs2,2024-06-17,,Austria,France,1,0.59,0.59,51.0,51%,7.0,7,3.0,3,,,6.0,6,86.0,86% (453/525),453.0,525.0,5.0,5.0,,,3.0,3,1.0,1.0,,,,,,,,,,,0.0,0,11.0,11,,,,,,,,,,,,,,,,,18.0,DEFENSE 18,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,2.09,49.0,14.0,3.0,,2.0,85.0,420.0,492.0,2.0,,6.0,5.0,,,,,,1.0,17.0,,,,,,,,,,,,10.0,,,,,,,,,3.0,,,-1.5,2.0,-7.0,0.0,,4.0,1.0,33.0,33.0,3.0,,-3.0,-4.0,,,,,,-1.0,-6.0,,,,,,,,,,,,8.0,,,,,,,,,-1.0,,,France,,,,
flashscore,n7T2wHs2,https://www.flashscore.com/match/football/austria-naHiWdnt/france-QkGeVG1n/summary/stats/overall/?mid=n7T2wHs2,2024-06-17,,France,Austria,0,2.09,2.09,49.0,49%,14.0,14,3.0,3,,,2.0,2,85.0,85% (420/492),420.0,492.0,2.0,2.0,,,6.0,6,5.0,5.0,,,,,,,,,,,1.0,1,17.0,17,,,,,,,,,,,,,,,,,10.0,10,,,,,,,,,,,,,,,3.0,3,,,,,1,0.59,51.0,7.0,3.0,,6.0,86.0,453.0,525.0,5.0,,3.0,1.0,,,,,,0.0,11.0,,,,,,,,,,,,18.0,,,,,,,,,2.0,,,1.5,-2.0,7.0,0.0,,-4.0,-1.0,-33.0,-33.0,-3.0,,3.0,4.0,,,,,,1.0,6.0,,,,,,,,,,,,-8.0,,,,,,,,,1.0,,,France,,,,
flashscore,bVppWEal,https://www.flashscore.com/match/football/canada-x4toKORL/france-QkGeVG1n/summary/stats/overall/?mid=bVppWEal,2024-06-09,,Canada,France,1,1.27,1.27,50.0,50%,13.0,13,4.0,4,,,7.0,7,89.0,89% (482/540),482.0,540.0,1.0,1.0,,,6.0,6,3.0,3.0,,,,,,,,,,,4.0,4,9.0,9,,,,,,,,,,,,,,,22.0,22,18.0,DEFENSE 18,,,,,,,,,,,,,,,0.0,GOALKEEPING 0,,,,,0,0.4,50.0,8.0,0.0,,1.0,89.0,465.0,524.0,1.0,,4.0,4.0,,,,,,2.0,22.0,,,,,,,,,,,17.0,7.0,,,,,,,,,4.0,,,0.87,0.0,5.0,4.0,,6.0,0.0,17.0,16.0,0.0,,2.0,-1.0,,,,,,2.0,-13.0,,,,,,,,,,,5.0,11.0,,,,,,,,,-4.0,,,France,,,,
flashscore,bVppWEal,https://www.flashscore.com/match/football/canada-x4toKORL/france-QkGeVG1n/summary/stats/overall/?mid=bVppWEal,2024-06-09,,France,Canada,0,0.4,0.4,50.0,50%,8.0,8,0.0,0,,,1.0,1,89.0,89% (465/524),465.0,524.0,1.0,1.0,,,4.0,4,4.0,4.0,,,,,,,,,,,2.0,2,22.0,22,,,,,,,,,,,,,,,17.0,17,7.0,7,,,,,,,,,,,,,,,4.0,4,,,,,1,1.27,50.0,13.0,4.0,,7.0,89.0,482.0,540.0,1.0,,6.0,3.0,,,,,,4.0,9.0,,,,,,,,,,,22.0,18.0,,,,,,,,,0.0,,,-0.87,0.0,-5.0,-4.0,,-6.0,0.0,-17.0,-16.0,0.0,,-2.0,1.0,,,,,,-2.0,13.0,,,,,,,,,,,-5.0,-11.0,,,,,,,,,4.0,,,France,,,,
flashscore,EuOClNFF,https://www.flashscore.com/match/football/france-QkGeVG1n/luxembourg-2cnFSaNj/summary/stats/overall/?mid=EuOClNFF,2024-06-05,,France,Luxembourg,1,1.6,1.6,53.0,53%,22.0,22,7.0,7,,,10.0,10,90.0,90% (570/634),570.0,634.0,0.0,0.0,,,9.0,9,6.0,6.0,,,,,,,,,,,1.0,1,11.0,11,,,,,,,,,,,,,,,,,6.0,DEFENSE 6,,,,,,,,,,,,,,,1.0,GOALKEEPING 1,,,,,0,0.12,47.0,3.0,1.0,,3.0,82.0,315.0,384.0,1.0,,1.0,1.0,,,,,,2.0,7.0,,,,,,,,,,,,9.0,,,,,,,,,4.0,,,1.48,6.0,19.0,6.0,,7.0,8.0,255.0,250.0,-1.0,,8.0,5.0,,,,,,-1.0,4.0,,,,,,,,,,,,-3.0,,,,,,,,,-3.0,,,France,,,,
flashscore,EuOClNFF,https://www.flashscore.com/match/football/france-QkGeVG1n/luxembourg-2cnFSaNj/summary/stats/overall/?mid=EuOClNFF,2024-06-05,,Luxembourg,France,0,0.12,0.12,47.0,47%,3.0,3,1.0,1,,,3.0,3,82.0,82% (315/384),315.0,384.0,1.0,1.0,,,1.0,1,1.0,1.0,,,,,,,,,,,2.0,2,7.0,7,,,,,,,,,,,,,,,,,9.0,9,,,,,,,,,,,,,,,4.0,4,,,,,1,1.6,53.0,22.0,7.0,,10.0,90.0,570.0,634.0,0.0,,9.0,6.0,,,,,,1.0,11.0,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,-1.48,-6.0,-19.0,-6.0,,-7.0,-8.0,-255.0,-250.0,1.0,,-8.0,-5.0,,,,,,1.0,-4.0,,,,,,,,,,,,3.0,,,,,,,,,3.0,,,France,,,,
flashscore,xrkBqjPh,https://www.flashscore.com/match/football/chile-KUCG35cM/france-QkGeVG1n/summary/stats/overall/?mid=xrkBqjPh,2024-03-26,,Chile,France,1,1.92,1.92,56.0,56%,14.0,14,4.0,4,,,3.0,3,93.0,93% (608/652),608.0,652.0,,,,,7.0,7,3.0,3.0,,,,,,,,,,,1.0,1,15.0,15,,,,,,,,,,,,,,,,,10.0,DEFENSE 10,,,,,,,,,,,,,,,2.0,GOALKEEPING 2,,,,,0,0.74,44.0,9.0,4.0,,4.0,90.0,404.0,448.0,,,3.0,2.0,,,,,,1.0,11.0,,,,,,,,,,,,14.0,,,,,,,,,1.0,,,1.18,12.0,5.0,0.0,,-1.0,3.0,204.0,204.0,,,4.0,1.0,,,,,,0.0,4.0,,,,,,,,,,,,-4.0,,,,,,,,,1.0,,,France,,,,
flashscore,xrkBqjPh,https://www.flashscore.com/match/football/chile-KUCG35cM/france-QkGeVG1n/summary/stats/overall/?mid=xrkBqjPh,2024-03-26,,France,Chile,0,0.74,0.74,44.0,44%,9.0,9,4.0,4,,,4.0,4,90.0,90% (404/448),404.0,448.0,,,,,3.0,3,2.0,2.0,,,,,,,,,,,1.0,1,11.0,11,,,,,,,,,,,,,,,,,14.0,14,,,,,,,,,,,,,,,1.0,1,,,,,1,1.92,56.0,14.0,4.0,,3.0,93.0,608.0,652.0,,,7.0,3.0,,,,,,1.0,15.0,,,,,,,,,,,,10.0,,,,,,,,,2.0,,,-1.18,-12.0,-5.0,0.0,,1.0,-3.0,-204.0,-204.0,,,-4.0,-1.0,,,,,,0.0,-4.0,,,,,,,,,,,,4.0,,,,,,,,,-1.0,,,France,,,,
flashscore,pv7kTw67,https://www.flashscore.com/match/football/france-QkGeVG1n/germany-ptQide1O/summary/stats/overall/?mid=pv7kTw67,2024-03-23,,France,Germany,1,0.83,0.83,44.0,44%,10.0,10,2.0,2,,,2.0,2,87.0,87% (440/503),440.0,503.0,2.0,2.0,,,8.0,8,0.0,0.0,,,,,,,,,,,3.0,3,12.0,12,,,,,,,,,,,,,,,,,8.0,DEFENSE 8,,,,,,,,,,,,,,,4.0,GOALKEEPING 4,,,,,0,1.13,56.0,15.0,6.0,,5.0,90.0,623.0,693.0,1.0,,6.0,3.0,,,,,,2.0,11.0,,,,,,,,,,,,10.0,,,,,,,,,2.0,,,-0.2999999999999999,-12.0,-5.0,-4.0,,-3.0,-3.0,-183.0,-190.0,1.0,,2.0,-3.0,,,,,,1.0,1.0,,,,,,,,,,,,-2.0,,,,,,,,,2.0,,,France,,,,
flashscore,pv7kTw67,https://www.flashscore.com/match/football/france-QkGeVG1n/germany-ptQide1O/summary/stats/overall/?mid=pv7kTw67,2024-03-23,,Germany,France,0,1.13,1.13,56.0,56%,15.0,15,6.0,6,,,5.0,5,90.0,90% (623/693),623.0,693.0,1.0,1.0,,,6.0,6,3.0,3.0,,,,,,,,,,,2.0,2,11.0,11,,,,,,,,,,,,,,,,,10.0,10,,,,,,,,,,,,,,,2.0,2,,,,,1,0.83,44.0,10.0,2.0,,2.0,87.0,440.0,503.0,2.0,,8.0,0.0,,,,,,3.0,12.0,,,,,,,,,,,,8.0,,,,,,,,,4.0,,,0.2999999999999999,12.0,5.0,4.0,,3.0,3.0,183.0,190.0,-1.0,,-2.0,3.0,,,,,,-1.0,-1.0,,,,,,,,,,,,2.0,,,,,,,,,-2.0,,,France,,,,
flashscore,d2nBoeZH,https://www.flashscore.com/match/football/france-QkGeVG1n/greece-COuk57Ci/summary/stats/overall/?mid=d2nBoeZH,2023-11-21,,France,Greece,1,0.47,0.47,38.0,38%,8.0,8,2.0,2,,,2.0,2,84.0,84% (294/348),294.0,348.0,3.0,3.0,,,3.0,3,3.0,3.0,,,,,,,,,,,3.0,3,10.0,10,,,,,,,,,,,,,,,,,5.0,DEFENSE 5,,,,,,,,,,,,,,,5.0,GOALKEEPING 5,,,,,0,1.77,62.0,14.0,7.0,,9.0,90.0,636.0,705.0,3.0,,5.0,2.0,,,,,,1.0,9.0,,,,,,,,,,,,11.0,,,,,,,,,0.0,,,-1.3,-24.0,-6.0,-5.0,,-7.0,-6.0,-342.0,-357.0,0.0,,-2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,-6.0,,,,,,,,,5.0,,,France,,,,
flashscore,d2nBoeZH,https://www.flashscore.com/match/football/france-QkGeVG1n/greece-COuk57Ci/summary/stats/overall/?mid=d2nBoeZH,2023-11-21,,Greece,France,0,1.77,1.77,62.0,62%,14.0,14,7.0,7,,,9.0,9,90.0,90% (636/705),636.0,705.0,3.0,3.0,,,5.0,5,2.0,2.0,,,,,,,,,,,1.0,1,9.0,9,,,,,,,,,,,,,,,,,11.0,11,,,,,,,,,,,,,,,0.0,0,,,,,1,0.47,38.0,8.0,2.0,,2.0,84.0,294.0,348.0,3.0,,3.0,3.0,,,,,,3.0,10.0,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,1.3,24.0,6.0,5.0,,7.0,6.0,342.0,357.0,0.0,,2.0,-1.0,,,,,,-2.0,-1.0,,,,,,,,,,,,6.0,,,,,,,,,-5.0,,,France,,,,
flashscore,zFxmia5t,https://www.flashscore.com/match/football/france-QkGeVG1n/gibraltar-CEihsqe7/summary/stats/overall/?mid=zFxmia5t,2023-11-18,,France,Gibraltar,1,6.59,6.59,66.0,66%,39.0,39,19.0,19,,,7.0,7,92.0,92% (581/633),581.0,633.0,,,,,14.0,14,6.0,6.0,,,,,,,,,,,4.0,4,4.0,4,,,,,,,,,,,,,,,,,10.0,DEFENSE 10,,,,,,,,,,,,,,,0.0,GOALKEEPING 0,,,,,0,0.0,34.0,0.0,0.0,,0.0,71.0,177.0,248.0,,,0.0,0.0,,,,,,1.0,14.0,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,6.59,32.0,39.0,19.0,,7.0,21.0,404.0,385.0,,,14.0,6.0,,,,,,3.0,-10.0,,,,,,,,,,,,5.0,,,,,,,,,-5.0,,,France,0.0,0.0,1.0,-1.0
flashscore,zFxmia5t,https://www.flashscore.com/match/football/france-QkGeVG1n/gibraltar-CEihsqe7/summary/stats/overall/?mid=zFxmia5t,2023-11-18,,Gibraltar,France,0,0.0,0.0,34.0,34%,0.0,0,0.0,0,,,0.0,0,71.0,71% (177/248),177.0,248.0,,,,,0.0,0,0.0,0.0,,,,,,,,,,,1.0,1,14.0,14,,,,,,,,,,,,,,,,,5.0,5,,,,,,,,,,,,,,,5.0,5,,,,,1,6.59,66.0,39.0,19.0,,7.0,92.0,581.0,633.0,,,14.0,6.0,,,,,,4.0,4.0,,,,,,,,,,,,10.0,,,,,,,,,0.0,,,-6.59,-32.0,-39.0,-19.0,,-7.0,-21.0,-404.0,-385.0,,,-14.0,-6.0,,,,,,-3.0,10.0,,,,,,,,,,,,-5.0,,,,,,,,,5.0,,,France,1.0,1.0,0.0,1.0
